,DateOfDeparture,Departure,Arrival,WeeksToDeparture,std_wtd,Days_to_departure,DateBooked,route_mean,year,day,n_days,day_mean,week_mean,month_mean,oil_stock_price,oil_stock_volume,AAL_stock_price,AAL_stock_volume,SP_stock_price,SP_stock_volume
642,2013-01-13,SFO,DFW,10.842105263199999,9.59318715371,76.0,2012-10-29,10.861924746306206,2013,13,15718,10.812631154580547,11.015053950391367,10.834783842972453,93.94666533333331,251673.66666666663,14.706666666666667,5595133.333333333,1471.136719,3115556666.6666665
643,2012-01-19,JFK,MCO,13.6923076923,11.5126686073,96.0,2011-10-15,10.394299222373727,2012,19,15358,11.358502294210167,10.92668554075603,10.834783842972453,100.389999,120170.0,6.26,4455600.0,1314.5,4465890000.0
644,2012-09-27,LGA,BOS,6.15384615385,5.66930556956,43.0,2012-08-15,11.168998167620973,2012,27,15610,11.358502294210167,11.254785605103002,11.163943762320724,91.849998,237289.0,10.36,4036000.0,1447.150024,3150330000.0
645,2012-06-21,SFO,DFW,10.25,7.239329715989999,72.0,2012-04-10,10.861924746306206,2012,21,15512,11.358502294210167,11.301741305265612,11.240980190844223,78.199997,376969.0,13.47,13129800.0,1325.51001,4094470000.0
646,2013-02-18,ORD,ATL,8.11764705882,5.24264190248,57.0,2012-12-23,11.300291087291518,2013,18,15754,11.316519450921993,10.950214127109582,10.92646600267858,96.46000325,144628.25,14.32,12422800.0,1528.1524654999998,3771310000.0
647,2013-02-19,LAX,IAH,15.48,12.0073588547,108.0,2012-11-03,10.515096499914817,2013,19,15755,11.08030191144073,10.950214127109582,10.92646600267858,96.660004,118307.0,14.26,11354400.0,1530.939941,3748910000.0
648,2012-03-01,SFO,JFK,14.7692307692,11.6732435674,103.0,2011-11-19,12.18794616982222,2012,1,15400,11.358502294210167,10.957974283232332,10.946436196374783,108.839996,389838.0,7.41,7718600.0,1374.089966,3919240000.0
649,2012-08-31,SFO,BOS,14.7333333333,9.12341940334,103.0,2012-05-20,11.099965440200052,2012,31,15583,11.22139005929782,10.791054695489867,11.094082010757203,96.470001,249063.0,10.66,6248300.0,1406.579956,2938250000.0
650,2012-06-24,PHL,ORD,9.8,6.39572225459,69.0,2012-04-16,11.179789926104196,2012,24,15515,10.812631154580547,11.301741305265612,11.240980190844223,79.39333333333333,263744.0,12.823333333333334,8810300.0,1320.8199873333333,4091710000.0
651,2012-06-24,LAX,DEN,11.782608695699999,8.02811266023,82.0,2012-04-03,11.049831201351187,2012,24,15515,10.812631154580547,11.301741305265612,11.240980190844223,79.39333333333333,263744.0,12.823333333333334,8810300.0,1320.8199873333333,4091710000.0
652,2012-04-20,ORD,LAS,13.416666666700001,10.0430233914,94.0,2012-01-17,10.678535550960103,2012,20,15450,11.22139005929782,11.265280556839812,11.087010832810972,103.050003,225790.0,9.34,16056100.0,1378.530029,3833320000.0
653,2012-07-20,ATL,DFW,10.8095238095,7.6460385012,76.0,2012-05-05,11.554773544068748,2012,20,15541,11.22139005929782,11.270802398154027,10.985364033491773,91.440002,249172.0,12.01,10048400.0,1362.660034,3925020000.0
654,2011-10-27,SFO,DEN,11.6818181818,8.487449353999999,82.0,2011-08-06,10.822170916135342,2011,27,15274,11.358502294210167,11.265915207985424,11.243521482329156,93.959999,327446.0,5.83,9171500.0,1284.589966,6367610000.0
655,2012-03-29,ORD,DEN,10.277777777799999,9.75467040813,72.0,2012-01-17,10.737025430423813,2012,29,15428,11.358502294210167,11.075628784858011,10.946436196374783,102.779999,319988.0,7.89,6150300.0,1403.280029,3832000000.0
656,2012-05-13,EWR,ORD,11.5,9.53939201417,80.0,2012-02-23,11.35668269301411,2012,13,15473,10.812631154580547,11.132080604101953,11.218334523700626,95.22999833333334,254842.33333333328,11.266666666666667,7845033.333333332,1343.3633223333334,3748436666.6666665
657,2012-10-12,BOS,EWR,11.5263157895,10.6372950877,81.0,2012-07-23,10.538474148674158,2012,12,15625,11.22139005929782,11.347075783287751,11.243521482329156,91.860001,198462.0,11.36,3540300.0,1428.589966,3134750000.0
658,2012-02-05,SFO,ATL,8.68421052632,6.79912275043,61.0,2011-12-06,10.46238205602205,2012,5,15375,10.812631154580547,10.82938677099014,10.92646600267858,97.22000133333331,278022.66666666674,9.313333333333334,10831200.0,1344.5199786666667,3789316666.6666665
659,2011-09-17,BOS,LGA,3.11111111111,2.57120810342,22.0,2011-08-26,11.168998167620973,2011,17,15234,9.963934488212162,11.28225526213691,11.163943762320724,87.206665,184715.0,5.873333333333332,4440733.333333333,1212.036662,4917323333.333333
660,2011-11-28,ORD,LGA,12.36,7.97851281046,87.0,2011-09-02,12.764698391986366,2011,28,15306,11.316519450921993,11.006154272408493,10.939109824172244,98.209999,311735.0,4.27,4311400.0,1192.550049,3920750000.0
661,2011-12-09,ATL,CLT,11.7368421053,10.2947781006,82.0,2011-09-18,10.313085687344707,2011,9,15317,11.22139005929782,11.077289722291233,10.604161937131613,99.410004,318767.0,5.62,6149000.0,1255.189941,3830610000.0
662,2012-01-02,SFO,ORD,15.5357142857,11.477779314400001,109.0,2011-09-15,11.719064740843187,2012,2,15341,11.316519450921993,10.3432774396269,10.834783842972453,101.92749975,245126.75,5.1075,5953500.0,1272.19503825,3525745000.0
663,2012-02-25,LAS,DEN,8.84210526316,7.47040946293,62.0,2011-12-25,10.451325875925932,2012,25,15395,9.963934488212162,10.950214127109582,10.92646600267858,109.36666399999999,271007.66666666674,6.993333333333332,8396066.666666666,1366.3566486666666,3553203333.333333
664,2011-12-27,BOS,ORD,10.8181818182,6.88432563102,76.0,2011-10-12,11.650026639170001,2011,27,15335,11.08030191144073,9.832669288766573,10.604161937131613,101.339996,124238.0,5.4,3968800.0,1265.430054,2130590000.0
665,2012-09-03,BOS,PHL,10.9444444444,10.3949774197,77.0,2012-06-18,10.542159559803489,2012,3,15586,11.316519450921993,11.049449450925882,11.163943762320724,95.59250250000001,254376.0,10.5025,5097125.0,1405.34994475,3134795000.0
666,2012-06-15,DTW,LGA,11.8181818182,9.095453409660001,83.0,2012-03-24,10.590408816825693,2012,15,15506,11.22139005929782,11.156063758332536,11.240980190844223,84.029999,216554.0,12.03,7497600.0,1342.839966,4401570000.0
667,2012-10-04,LAX,ATL,14.0769230769,12.013069805599999,99.0,2012-06-27,11.28842519213148,2012,4,15617,11.358502294210167,11.2101588870966,11.243521482329156,91.709999,291389.0,11.67,6893400.0,1461.400024,3615860000.0
668,2011-12-16,LAX,BOS,12.1304347826,8.65134959428,85.0,2011-09-22,10.695485317513855,2011,16,15324,11.22139005929782,11.019252156189332,10.604161937131613,93.529999,205893.0,6.18,16331800.0,1219.660034,5345800000.0
669,2011-11-09,BOS,SFO,11.913043478299999,8.51689787464,83.0,2011-08-18,11.099965440200057,2011,9,15287,11.22214793333977,11.170595240758693,10.939109824172244,95.739998,445712.0,5.05,4424000.0,1229.099976,4659740000.0
670,2013-02-02,DFW,BOS,7.166666666669999,5.6057329961599995,50.0,2012-12-14,10.296316064145405,2013,2,15738,9.963934488212162,10.82938677099014,10.92646600267858,97.236664,245841.66666666663,14.076666666666664,5019400.0,1507.350016333333,3687546666.6666665
671,2012-09-09,MCO,PHL,14.551724137899999,9.43998413625,102.0,2012-05-30,10.479094864194792,2012,9,15592,10.812631154580547,11.049449450925882,11.163943762320724,96.5,245672.66666666663,12.046666666666667,8983966.666666666,1432.026652,3388320000.0
672,2012-12-20,MIA,ATL,13.9642857143,8.942127275519999,98.0,2012-09-13,10.567745542102283,2012,20,15694,11.358502294210167,10.464456661769288,10.604161937131613,90.129997,178144.0,13.54,8658800.0,1443.689941,3686580000.0
673,2013-01-31,SEA,SFO,10.6666666667,7.36432843736,75.0,2012-11-17,11.150830682408078,2013,31,15736,11.358502294210167,10.82938677099014,10.834783842972453,97.489998,230630.0,14.28,4575800.0,1498.109985,3999880000.0
674,2012-03-14,DFW,SFO,9.42105263158,8.86513639347,66.0,2012-01-08,10.861924746306206,2012,14,15413,11.22214793333977,11.11947253078815,10.946436196374783,105.43,283510.0,7.09,6384900.0,1394.280029,4502280000.0
675,2011-10-16,ORD,LAX,13.7586206897,9.54558676043,96.0,2011-07-12,12.008992031240435,2011,16,15263,10.812631154580547,11.347075783287751,11.243521482329156,86.519999,243147.33333333328,5.913333333333332,6549000.0,1208.766642,4239363333.3333335
676,2013-01-03,ORD,LAX,14.0769230769,11.7129776809,99.0,2012-09-26,12.008992031240435,2013,3,15708,11.358502294210167,10.3432774396269,10.834783842972453,92.919998,189812.0,13.66,5398400.0,1459.369995,3829730000.0
677,2011-12-28,ORD,IAH,10.8636363636,7.16669183525,76.0,2011-10-13,10.714472079157837,2011,28,15336,11.22214793333977,9.832669288766573,10.604161937131613,99.360001,164655.0,5.19,6446000.0,1249.640015,2349980000.0
678,2012-08-05,DTW,ORD,10.6086956522,7.85516118945,74.0,2012-05-23,10.731197057171306,2012,5,15557,10.812631154580547,11.040663264060587,11.094082010757203,91.933332,230177.0,10.836666666666668,5177733.333333333,1393.1499833333335,3331756666.6666665
679,2011-10-23,ATL,DEN,10.8095238095,7.704667725599999,76.0,2011-08-08,10.365238592134293,2011,23,15270,10.812631154580547,11.39059672860385,11.243521482329156,89.97999866666667,421611.0,5.923333333333334,5216233.333333333,1248.8766273333333,4533176666.666667
680,2012-03-27,DEN,LAS,7.8125,5.34438958161,55.0,2012-02-01,10.451325875925932,2012,27,15426,11.08030191144073,11.075628784858011,10.946436196374783,107.330002,209036.0,7.56,4731600.0,1412.52002,3513640000.0
681,2012-09-17,JFK,SFO,19.5,12.8625792882,136.0,2012-05-04,12.18794616982222,2012,17,15600,11.316519450921993,11.334901909539196,11.163943762320724,96.620003,308274.0,10.56,10504800.0,1461.189941,3482430000.0
682,2013-01-20,ORD,PHX,8.529411764710002,5.896160266,60.0,2012-11-21,10.420333156365,2013,20,15725,10.812631154580547,10.92668554075603,10.834783842972453,95.899998,177470.0,14.645,5909050.0,1489.2700195,3683345000.0
683,2012-04-23,JFK,SFO,13.0714285714,8.98941176104,91.0,2012-01-23,12.18794616982222,2012,23,15453,11.316519450921993,11.1834479631972,11.087010832810972,103.110001,213202.0,9.03,8484300.0,1366.939941,3654860000.0
684,2012-09-07,DTW,ORD,14.1052631579,13.8840225393,99.0,2012-05-31,10.731197057171306,2012,7,15590,11.22139005929782,11.049449450925882,11.163943762320724,96.419998,293026.0,12.14,8939100.0,1437.920044,3717620000.0
685,2012-12-19,LAX,DEN,15.4642857143,12.679765574600001,108.0,2012-09-02,11.049831201351187,2012,19,15693,11.22214793333977,10.464456661769288,10.604161937131613,89.510002,233083.0,13.48,9147700.0,1435.810059,3869800000.0
686,2012-07-08,JFK,SFO,16.8285714286,11.5465444647,118.0,2012-03-12,12.18794616982222,2012,8,15529,10.812631154580547,10.32594916757868,10.985364033491773,85.47666433333333,270002.0,13.616666666666667,9064833.333333334,1353.199992,2851620000.0
687,2012-02-05,SEA,ORD,9.11764705882,7.210082809349999,64.0,2011-12-03,10.503372503792876,2012,5,15375,10.812631154580547,10.82938677099014,10.92646600267858,97.22000133333331,278022.66666666674,9.313333333333334,10831200.0,1344.5199786666667,3789316666.6666665
688,2011-09-03,ORD,SFO,11.75,7.467320105980001,82.0,2011-06-13,11.719064740843187,2011,3,15220,9.963934488212162,10.791054695489867,11.163943762320724,86.342497,309504.5,5.175,5138775.0,1171.78747575,4577300000.0
689,2012-03-01,ORD,IAH,12.7619047619,11.9117788844,89.0,2011-12-03,10.714472079157837,2012,1,15400,11.358502294210167,10.957974283232332,10.946436196374783,108.839996,389838.0,7.41,7718600.0,1374.089966,3919240000.0
690,2011-11-01,ORD,MSP,11.333333333299999,9.37194394634,79.0,2011-08-14,11.611103856380177,2011,1,15279,11.08030191144073,10.878688529782359,10.939109824172244,92.190002,351343.0,5.5,5666800.0,1218.280029,5645540000.0
691,2012-06-29,ATL,LAX,13.592592592599999,8.8763265932,95.0,2012-03-26,11.288425192131484,2012,29,15520,11.22139005929782,11.222057961200905,11.240980190844223,84.959999,439010.0,13.33,9455200.0,1362.160034,4590480000.0
692,2012-01-10,ORD,PHL,8.77777777778,5.85667598513,61.0,2011-11-10,11.179789926104196,2012,10,15349,11.08030191144073,11.015053950391367,10.834783842972453,102.239998,291273.0,5.72,6086500.0,1292.079956,4221960000.0
693,2012-07-27,LAX,ATL,15.03125,10.4433475507,105.0,2012-04-13,11.28842519213148,2012,27,15548,11.22139005929782,11.178833477337754,10.985364033491773,90.129997,210412.0,11.35,5844700.0,1385.969971,4399010000.0
694,2011-12-18,LAS,SFO,9.6,6.099180272790001,67.0,2011-10-12,10.769626214381173,2011,18,15326,10.812631154580547,11.019252156189332,10.604161937131613,93.763331,145006.33333333337,5.946666666666666,9263666.666666668,1210.1199953333332,4221813333.333333
695,2012-01-27,LAX,LAS,11.6,8.12403840464,81.0,2011-11-07,11.43146043384835,2012,27,15366,11.22139005929782,10.81796674591105,10.834783842972453,99.559998,253456.0,8.18,10372800.0,1316.329956,4007380000.0
696,2012-12-04,LAX,SEA,9.2,7.20818248498,64.0,2012-10-01,11.076071892066686,2012,4,15678,11.08030191144073,11.077289722291233,10.604161937131613,88.5,206265.0,12.38,5775300.0,1407.050049,3247710000.0
697,2013-01-23,SEA,ORD,6.75,5.70685393349,47.0,2012-12-07,10.503372503792876,2013,23,15728,11.22214793333977,10.81796674591105,10.834783842972453,95.230003,318008.0,15.07,15854900.0,1494.810059,3552010000.0
698,2012-05-31,LAX,DFW,12.92,8.94855668064,90.0,2012-03-02,11.548423678128142,2012,31,15491,11.358502294210167,11.176222933263793,11.218334523700626,86.529999,345433.0,13.22,9914700.0,1310.329956,4557620000.0
699,2012-06-25,MSP,ORD,14.458333333299999,12.003547180999998,101.0,2012-03-16,11.611103856380172,2012,25,15516,11.316519450921993,11.222057961200905,11.240980190844223,79.209999,249004.0,12.65,5882000.0,1313.719971,3501820000.0
700,2011-11-30,SFO,BOS,10.1904761905,6.51627997878,71.0,2011-09-20,11.099965440200052,2011,30,15308,11.22214793333977,11.006154272408493,10.939109824172244,100.360001,302863.0,4.72,9312400.0,1246.959961,5801910000.0
701,2011-09-24,EWR,SFO,14.8,9.17793455842,104.0,2011-06-12,10.666464809115547,2011,24,15241,9.963934488212162,11.334901909539196,11.163943762320724,79.979998,393603.0,6.23,8022066.666666668,1145.2700196666667,5347563333.333333
702,2012-09-15,ATL,ORD,11.8,8.66025403784,83.0,2012-06-24,11.300291087291518,2012,15,15598,9.963934488212162,11.28225526213691,11.163943762320724,98.20666766666666,283954.0,10.54,12595600.0,1464.243327,4522136666.666667
703,2012-10-30,LAS,ORD,14.32,10.6329676008,100.0,2012-07-22,10.678535550960103,2012,30,15643,11.08030191144073,10.878688529782359,11.243521482329156,86.24799820000001,212537.2,12.128,5248500.0,1412.1160154000002,3518670000.0
704,2011-11-15,DEN,ATL,8.8125,7.9264851395,62.0,2011-09-14,10.365238592134297,2011,15,15293,11.08030191144073,11.160028368982363,10.939109824172244,99.370003,353319.0,4.78,6474000.0,1257.810059,3599300000.0
705,2011-10-05,LAX,EWR,12.458333333299999,8.64255983952,87.0,2011-07-10,10.598158672237826,2011,5,15252,11.22214793333977,11.2101588870966,11.243521482329156,79.68,336067.0,5.17,7358100.0,1144.030029,2510620000.0
706,2011-09-05,LAX,SFO,12.12,7.551600271910001,85.0,2011-06-12,12.447482258556876,2011,5,15222,11.316519450921993,11.049449450925882,11.163943762320724,86.12749699999999,313945.5,5.085,5221325.0,1167.42248525,4928420000.0
707,2011-11-24,JFK,SFO,11.043478260899999,8.79296341023,77.0,2011-09-08,12.18794616982222,2011,24,15302,11.358502294210167,10.183349832740886,10.939109824172244,96.57799820000001,289106.2,4.01,3930300.0,1160.2300415,2731570000.0
708,2012-01-23,LAX,DEN,15.0689655172,11.6433029018,105.0,2011-10-10,11.049831201351187,2012,23,15362,11.316519450921993,10.81796674591105,10.834783842972453,99.580002,238960.0,6.26,4500300.0,1316.0,3770910000.0
709,2013-02-13,ATL,ORD,7.0,6.468860320499999,49.0,2012-12-26,11.300291087291518,2013,13,15749,11.22214793333977,10.900269531282103,10.92646600267858,97.010002,246437.0,14.66,10259500.0,1520.329956,3385880000.0
710,2013-02-25,ORD,EWR,6.8,5.374543169959999,48.0,2013-01-08,11.356682693014116,2013,25,15761,11.316519450921993,10.957974283232332,10.92646600267858,93.110001,217519.0,13.02,7186400.0,1487.849976,4011050000.0
711,2011-09-28,BOS,SFO,11.875,7.73086698552,83.0,2011-07-07,11.099965440200057,2011,28,15245,11.22214793333977,11.254785605103002,11.163943762320724,81.209999,282850.0,6.12,6625300.0,1151.060059,4787920000.0
712,2012-04-11,JFK,MCO,13.08,9.304658331539999,92.0,2012-01-10,10.394299222373727,2012,11,15441,11.22214793333977,11.141996627758898,11.087010832810972,102.699997,283008.0,7.62,5319100.0,1368.709961,3743040000.0
713,2012-06-26,SEA,ORD,16.2,11.666042676300002,113.0,2012-03-05,10.503372503792876,2012,26,15517,11.08030191144073,11.222057961200905,11.240980190844223,79.360001,253304.0,12.88,8187700.0,1319.98999,3412940000.0
714,2013-01-19,EWR,ORD,8.307692307689999,9.78421019964,58.0,2012-11-22,11.35668269301411,2013,19,15724,9.963934488212162,10.92668554075603,10.834783842972453,95.729998,148009.5,14.5425,5603225.0,1487.62499975,3739542500.0
715,2011-10-08,ORD,SEA,10.95,8.48202433633,77.0,2011-07-23,10.503372503792876,2011,8,15255,9.963934488212162,11.2101588870966,11.243521482329156,83.79000333333333,339968.33333333326,5.25,5525933.333333333,1168.6033123333334,5202520000.0
716,2012-11-20,MCO,EWR,16.185185185199998,12.782310604400001,113.0,2012-07-30,10.675846252417372,2012,20,15664,11.08030191144073,10.183349832740886,10.939109824172244,86.75,322630.0,12.49,4975500.0,1387.810059,3207160000.0
717,2011-12-01,SEA,SFO,11.2380952381,8.395860658110001,79.0,2011-09-13,11.150830682408078,2011,1,15309,11.358502294210167,11.006154272408493,10.604161937131613,100.199997,275858.0,4.94,11537400.0,1244.579956,3818680000.0
718,2011-12-07,SEA,ORD,9.944444444439998,8.557571276000001,70.0,2011-09-28,10.503372503792876,2011,7,15315,11.22214793333977,11.077289722291233,10.604161937131613,100.489998,330533.0,5.59,10016700.0,1261.01001,4160540000.0
719,2013-01-16,JFK,LAX,18.5945945946,13.200293472,130.0,2012-09-08,13.011296273384216,2013,16,15721,11.22214793333977,10.92668554075603,10.834783842972453,94.239998,241531.0,14.63,4263600.0,1472.630005,3384080000.0
720,2012-08-27,DTW,ATL,11.55,9.23651221483,81.0,2012-06-07,10.414952565561904,2012,27,15579,11.316519450921993,10.791054695489867,11.094082010757203,95.470001,230844.0,11.04,5707100.0,1410.439941,2472500000.0
721,2013-02-11,SEA,LAX,12.8695652174,11.2827476821,90.0,2012-11-13,11.076071892066686,2013,11,15747,11.316519450921993,10.900269531282103,10.92646600267858,97.029999,283956.0,14.46,8882000.0,1517.01001,2684100000.0
722,2011-09-24,BOS,PHL,8.25,6.10464304171,58.0,2011-07-28,10.542159559803489,2011,24,15241,9.963934488212162,11.334901909539196,11.163943762320724,79.979998,393603.0,6.23,8022066.666666668,1145.2700196666667,5347563333.333333
723,2013-03-01,SFO,EWR,10.2352941176,9.80771005233,72.0,2012-12-19,10.666464809115553,2013,1,15765,11.22139005929782,10.957974283232332,10.946436196374783,90.68,248466.0,13.61,7376800.0,1518.199951,3695610000.0
724,2012-03-03,MSP,ORD,14.5238095238,12.3718189755,102.0,2011-11-22,11.611103856380172,2012,3,15402,9.963934488212162,10.957974283232332,10.946436196374783,106.70666499999999,278926.0,7.416666666666668,10355833.333333334,1367.8633220000002,3332153333.333333
725,2012-07-14,DEN,SEA,13.6296296296,8.71403884169,95.0,2012-04-10,10.410517930757084,2012,14,15535,9.963934488212162,11.11761174600949,10.985364033491773,87.54333199999999,248260.0,14.33,7520233.333333332,1355.7333576666667,3096193333.333333
726,2012-02-19,LAX,BOS,10.1111111111,8.526007885139999,71.0,2011-12-10,10.695485317513855,2012,19,15389,10.812631154580547,10.900269531282103,10.92646600267858,104.539997,225369.0,8.395,9992650.0,1361.7199705,3756420000.0
727,2011-12-24,EWR,BOS,10.85,8.55493086502,76.0,2011-10-09,10.538474148674156,2011,24,15332,9.963934488212162,10.464456661769288,10.604161937131613,100.094999,102512.0,5.565,4735225.0,1265.3549805,2208020000.0
728,2012-03-17,LAS,DEN,9.61111111111,7.69368640234,67.0,2012-01-10,10.451325875925932,2012,17,15416,9.963934488212162,11.11947253078815,10.946436196374783,107.40333066666666,165445.66666666663,7.163333333333334,6032466.666666668,1406.0300293333332,4753490000.0
729,2012-07-09,SFO,BOS,11.1818181818,7.613499061889999,78.0,2012-04-22,11.099965440200052,2012,9,15530,11.316519450921993,11.11761174600949,10.985364033491773,85.989998,256901.0,13.49,7933800.0,1352.459961,2904860000.0
730,2012-10-29,EWR,ATL,10.8181818182,8.95297962445,76.0,2012-08-14,10.729148967478128,2012,29,15642,11.316519450921993,10.878688529782359,11.243521482329156,86.25599840000001,212497.4,12.075999999999999,5352500.0,1412.0719968,3460230000.0
731,2012-12-16,SEA,SFO,13.3913043478,10.828158285599999,94.0,2012-09-13,11.150830682408078,2012,16,15690,10.812631154580547,11.019252156189332,10.604161937131613,87.04333233333332,177572.33333333337,12.803333333333333,6692066.666666666,1424.766642,3373796666.6666665
732,2012-07-31,DEN,SFO,10.4285714286,6.86710585743,73.0,2012-05-19,10.822170916135342,2012,31,15552,11.08030191144073,11.040663264060587,10.985364033491773,88.059998,282851.0,11.46,6818400.0,1379.319946,3821570000.0
733,2011-10-29,PHL,BOS,8.875,7.301826255580001,62.0,2011-08-28,10.54215955980349,2011,29,15276,9.963934488212162,11.265915207985424,11.243521482329156,93.27666733333334,260693.66666666663,5.883333333333334,4532833.333333333,1274.493327,4461196666.666667
734,2012-07-16,ATL,PHL,8.78947368421,7.075614989910001,62.0,2012-05-15,11.263704615178002,2012,16,15537,11.316519450921993,11.270802398154027,10.985364033491773,88.43,223124.0,14.09,9171500.0,1353.640015,2862720000.0
735,2012-08-11,DFW,LAX,14.137931034500001,8.7779111489,99.0,2012-05-04,11.548423678128142,2012,11,15563,9.963934488212162,11.097547276215913,11.094082010757203,92.82333633333332,243097.33333333328,10.086666666666666,6305866.666666668,1405.283325,2678650000.0
736,2012-04-18,ORD,PHX,8.70588235294,6.43976616309,61.0,2012-02-17,10.420333156365,2012,18,15448,11.22214793333977,11.265280556839812,11.087010832810972,102.669998,195812.0,8.2,4646400.0,1385.140015,3463140000.0
737,2012-11-19,PHL,DFW,8.555555555560002,6.921596400539999,60.0,2012-09-20,10.201987103765553,2012,19,15663,11.316519450921993,10.183349832740886,10.939109824172244,89.279999,247078.0,12.07,3719000.0,1386.890015,3374800000.0
738,2012-12-09,LAS,JFK,15.166666666700001,11.1975469399,106.0,2012-08-25,10.801480383750057,2012,9,15683,10.812631154580547,11.077289722291233,10.604161937131613,85.683332,222733.0,12.776666666666666,6163733.333333334,1418.390014666667,3041340000.0
739,2011-10-04,ORD,DEN,11.0454545455,7.45447946333,77.0,2011-07-19,10.737025430423813,2011,4,15251,11.08030191144073,11.2101588870966,11.243521482329156,75.66999799999998,428113.0,5.0,8995900.0,1123.949951,3714670000.0
740,2012-09-19,ORD,IAH,8.75,6.43428317686,61.0,2012-07-20,10.714472079157837,2012,19,15602,11.22214793333977,11.334901909539196,11.163943762320724,91.980003,133035.0,10.97,10926500.0,1461.050049,3451360000.0
741,2012-02-24,LGA,BOS,5.2,4.2110964526300005,36.0,2012-01-19,11.168998167620973,2012,24,15394,11.22139005929782,10.950214127109582,10.92646600267858,109.769997,267713.0,6.99,8365000.0,1365.73999,3505360000.0
742,2012-05-28,JFK,SFO,15.551724137899999,11.245907849100002,109.0,2012-02-09,12.18794616982222,2012,28,15488,11.316519450921993,11.176222933263793,11.218334523700626,90.78500175,235401.75,12.54,7446025.0,1328.7700195,3299395000.0
743,2011-09-26,PHX,DEN,6.71428571429,4.5476717868900005,47.0,2011-08-10,10.78956729812696,2011,26,15243,11.316519450921993,11.254785605103002,11.163943762320724,80.239998,325671.0,6.43,7554200.0,1162.949951,4762830000.0
744,2012-09-22,ORD,ATL,12.9,11.419742830499999,90.0,2012-06-24,11.300291087291518,2012,22,15605,9.963934488212162,11.334901909539196,11.163943762320724,92.56999933333334,183462.3333333333,10.616666666666667,6089966.666666668,1459.063354333333,4225553333.3333335
745,2013-01-19,EWR,SFO,10.6470588235,9.733583464419999,75.0,2012-11-05,10.666464809115547,2013,19,15724,9.963934488212162,10.92668554075603,10.834783842972453,95.729998,148009.5,14.5425,5603225.0,1487.62499975,3739542500.0
746,2012-02-15,ATL,LAX,13.375,10.0295758287,94.0,2011-11-13,11.288425192131484,2012,15,15385,11.22214793333977,10.900269531282103,10.92646600267858,101.800003,278272.0,8.89,5205200.0,1343.22998,4080340000.0
747,2012-09-20,BOS,LAX,14.862068965499999,9.807883629039999,104.0,2012-06-08,10.695485317513855,2012,20,15603,11.358502294210167,11.334901909539196,11.163943762320724,91.870003,244553.0,10.68,4523100.0,1460.26001,3382520000.0
748,2012-10-05,ORD,MSP,8.947368421050001,7.684571008130001,63.0,2012-08-03,11.611103856380177,2012,5,15618,11.22139005929782,11.2101588870966,11.243521482329156,89.879997,279131.0,11.66,6819600.0,1460.930054,3172940000.0
749,2013-01-06,ATL,BOS,10.875,7.577498153139999,76.0,2012-10-22,10.916253991574973,2013,6,15711,10.812631154580547,10.3432774396269,10.834783842972453,93.15666666666668,181110.3333333333,14.803333333333333,7836500.0,1463.416667,3344743333.333333
750,2012-12-14,DFW,ORD,12.5714285714,11.1380942202,88.0,2012-09-17,11.919009854416485,2012,14,15688,11.22139005929782,11.019252156189332,10.604161937131613,86.730003,218265.0,12.83,4226800.0,1413.579956,3210170000.0
751,2011-11-30,ATL,DEN,9.22222222222,6.37601715581,65.0,2011-09-26,10.365238592134293,2011,30,15308,11.22214793333977,11.006154272408493,10.939109824172244,100.360001,302863.0,4.72,9312400.0,1246.959961,5801910000.0
752,2012-03-15,JFK,SFO,11.2857142857,8.27129286837,79.0,2011-12-27,12.18794616982222,2012,15,15414,11.358502294210167,11.11947253078815,10.946436196374783,105.110001,371039.0,7.58,13550500.0,1402.599976,4271650000.0
753,2011-12-18,ATL,EWR,12.043478260899999,9.52259638424,84.0,2011-09-25,10.729148967478128,2011,18,15326,10.812631154580547,11.019252156189332,10.604161937131613,93.763331,145006.33333333337,5.946666666666666,9263666.666666668,1210.1199953333332,4221813333.333333
754,2012-11-24,EWR,ATL,8.470588235289998,9.06998929891,59.0,2012-09-26,10.729148967478128,2012,24,15668,9.963934488212162,10.183349832740886,10.939109824172244,87.59599759999999,182347.8,12.64,3468400.0,1408.196695666667,1986293333.3333333
755,2012-06-24,SFO,LAX,13.517241379300001,9.34123228967,95.0,2012-03-21,12.447482258556876,2012,24,15515,10.812631154580547,11.301741305265612,11.240980190844223,79.39333333333333,263744.0,12.823333333333334,8810300.0,1320.8199873333333,4091710000.0
756,2011-10-29,IAH,ORD,8.411764705880001,5.78855361392,59.0,2011-08-31,10.714472079157837,2011,29,15276,9.963934488212162,11.265915207985424,11.243521482329156,93.27666733333334,260693.66666666663,5.883333333333334,4532833.333333333,1274.493327,4461196666.666667
757,2012-04-20,DEN,SEA,10.6315789474,8.68722258592,74.0,2012-02-06,10.410517930757084,2012,20,15450,11.22139005929782,11.265280556839812,11.087010832810972,103.050003,225790.0,9.34,16056100.0,1378.530029,3833320000.0
758,2012-08-18,PHL,BOS,9.86666666667,7.414914185680001,69.0,2012-06-10,10.54215955980349,2012,18,15570,9.963934488212162,11.065551587916083,11.094082010757203,95.99666833333332,146163.66666666663,10.25,7564400.0,1418.150024333333,2870766666.6666665
