,DateOfDeparture,Departure,Arrival,WeeksToDeparture,std_wtd,Days_to_departure,DateBooked,route_mean,year,day,n_days,day_nb_mean,day_mean,week_mean,month_mean,oil_stock_price,oil_stock_volume,AAL_stock_price,AAL_stock_volume,SP_stock_price,SP_stock_volume
1009,2012-02-20,ATL,DTW,9.875,8.724486613360002,69.0,2011-12-13,10.414952565561904,2012,20,15390,11.2074,11.316519450921993,10.950214127109582,10.92646600267858,105.1899965,270804.0,8.1425,12663725.0,1361.96496575,3775810000.0
1010,2012-04-15,PHL,DFW,8.77777777778,7.376876076880001,61.0,2012-02-14,10.201987103765553,2012,15,15445,11.1673,10.812631154580547,11.141996627758898,11.087010832810972,102.89666733333334,265725.66666666674,8.033333333333333,6226400.0,1369.7999673333334,3593573333.333333
1011,2012-12-18,ORD,DFW,10.35,7.6314791282000005,72.0,2012-10-07,11.919009854416485,2012,18,15692,10.6139,11.08030191144073,10.464456661769288,10.604161937131613,87.93,93130.0,12.95,5615000.0,1446.790039,4302240000.0
1012,2012-05-30,LAX,SEA,13.4230769231,9.30880476505,94.0,2012-02-26,11.076071892066686,2012,30,15490,11.2422,11.22214793333977,11.176222933263793,11.218334523700626,87.82,297197.0,12.69,8895400.0,1313.319946,3534290000.0
1013,2013-01-22,SEA,ORD,8.647058823530001,6.214309861830001,61.0,2012-11-22,10.503372503792876,2013,22,15727,11.0078,11.08030191144073,10.81796674591105,10.834783842972453,96.239998,236391.0,14.85,6520700.0,1492.560059,3570950000.0
1014,2012-10-22,MCO,PHL,17.09375,10.3623368114,120.0,2012-06-24,10.479094864194792,2012,22,15635,10.9114,11.316519450921993,11.265915207985424,11.243521482329156,88.730003,275720.0,11.92,4677500.0,1433.819946,3216220000.0
1015,2011-10-18,MCO,EWR,15.1,9.696604453680001,106.0,2011-07-04,10.675846252417372,2011,18,15265,11.4139,11.08030191144073,11.39059672860385,11.243521482329156,88.339996,203765.0,6.02,4921100.0,1225.380005,4840170000.0
1016,2011-12-29,LAS,SFO,15.538461538499998,12.5322967384,109.0,2011-09-11,10.769626214381173,2011,29,15337,9.7214,11.358502294210167,9.832669288766573,10.604161937131613,99.650002,153915.0,5.23,3537100.0,1263.02002,2278130000.0
1017,2012-07-09,ORD,DTW,10.285714285700001,7.524246521369999,72.0,2012-04-28,10.731197057171306,2012,9,15530,11.4231,11.316519450921993,11.11761174600949,10.985364033491773,85.989998,256901.0,13.49,7933800.0,1352.459961,2904860000.0
1018,2012-01-23,ATL,SFO,8.0,5.53774924195,56.0,2011-11-28,10.46238205602205,2012,23,15362,11.1307,11.316519450921993,10.81796674591105,10.834783842972453,99.580002,238960.0,6.26,4500300.0,1316.0,3770910000.0
1019,2012-12-31,LAX,SEA,13.7142857143,10.0769525922,96.0,2012-09-26,11.076071892066686,2012,31,15705,8.9717,11.316519450921993,10.3432774396269,10.604161937131613,91.82,119525.0,13.5,7005600.0,1426.189941,3204330000.0
1020,2013-01-19,LAX,ATL,12.28,10.1919903192,86.0,2012-10-25,11.28842519213148,2013,19,15724,10.3158,9.963934488212162,10.92668554075603,10.834783842972453,95.729998,148009.5,14.5425,5603225.0,1487.62499975,3739542500.0
1021,2012-02-01,PHL,MCO,12.3913043478,9.69413660854,87.0,2011-11-06,10.479094864194792,2012,1,15371,11.0186,11.22214793333977,10.82938677099014,10.92646600267858,97.610001,293554.0,8.9,10240100.0,1324.089966,4504360000.0
1022,2012-04-02,LAX,IAH,13.826086956500001,11.5154132832,97.0,2011-12-27,10.515096499914817,2012,2,15432,11.0789,11.316519450921993,10.722627051315062,11.087010832810972,105.230003,278097.0,7.47,7355100.0,1419.040039,3572010000.0
1023,2012-01-27,SFO,SEA,8.70588235294,6.780161372359999,61.0,2011-11-27,11.150830682408072,2012,27,15366,11.1344,11.22139005929782,10.81796674591105,10.834783842972453,99.559998,253456.0,8.18,10372800.0,1316.329956,4007380000.0
1024,2013-01-19,DEN,DFW,10.8947368421,9.90451488992,76.0,2012-11-04,11.035014235874439,2013,19,15724,10.3158,9.963934488212162,10.92668554075603,10.834783842972453,95.729998,148009.5,14.5425,5603225.0,1487.62499975,3739542500.0
1025,2012-11-17,SFO,LAX,13.9642857143,10.297364434,98.0,2012-08-11,12.447482258556876,2012,17,15661,11.0657,9.963934488212162,11.160028368982363,10.939109824172244,87.53999833333332,263165.33333333326,11.863333333333333,4866333.333333333,1368.8833416666666,3822206666.6666665
1026,2012-10-25,DFW,PHL,11.5714285714,9.13548810175,81.0,2012-08-05,10.201987103765548,2012,25,15638,11.5003,11.358502294210167,11.265915207985424,11.243521482329156,86.050003,208678.0,11.97,5623700.0,1412.969971,3512640000.0
1027,2011-10-14,ORD,BOS,12.2,7.713624310269999,85.0,2011-07-21,11.650026639170001,2011,14,15261,11.5343,11.22139005929782,11.347075783287751,11.243521482329156,86.800003,274846.0,6.04,6443400.0,1224.579956,4116690000.0
1028,2011-10-14,LGA,ORD,12.5,8.73772430825,88.0,2011-07-18,12.764698391986366,2011,14,15261,11.5343,11.22139005929782,11.347075783287751,11.243521482329156,86.800003,274846.0,6.04,6443400.0,1224.579956,4116690000.0
1029,2011-12-04,JFK,SFO,12.666666666700001,9.3839208764,89.0,2011-09-06,12.18794616982222,2011,4,15312,11.1862,10.812631154580547,11.006154272408493,10.604161937131613,100.97999833333333,241558.33333333328,5.026666666666666,6784000.0,1252.8133136666668,4146810000.0
1030,2011-11-03,DFW,LAS,12.1304347826,8.79723276649,85.0,2011-08-10,10.260361637978237,2011,3,15281,10.6973,11.358502294210167,10.878688529782359,10.939109824172244,94.07,299987.0,5.61,8596300.0,1261.150024,4849140000.0
1031,2012-12-04,IAH,LAX,10.3913043478,7.284723308119999,73.0,2012-09-22,10.515096499914817,2012,4,15678,11.1862,11.08030191144073,11.077289722291233,10.604161937131613,88.5,206265.0,12.38,5775300.0,1407.050049,3247710000.0
1032,2012-05-16,PHL,ORD,8.666666666669999,5.6255718663600005,61.0,2012-03-16,11.179789926104196,2012,16,15476,11.2374,11.22214793333977,11.359680195737026,11.218334523700626,92.809998,308371.0,11.13,7514900.0,1324.800049,4280420000.0
1033,2012-12-25,SFO,LAX,17.705882352899998,11.6450780649,124.0,2012-08-23,12.447482258556876,2012,25,15699,9.2307,11.08030191144073,9.832669288766573,10.604161937131613,90.5160032,149353.4,13.28,1568600.0,1423.244995,1766995000.0
1034,2012-07-21,ATL,BOS,10.8636363636,7.04607593964,76.0,2012-05-06,10.916253991574973,2012,21,15542,10.0428,9.963934488212162,11.270802398154027,10.985364033491773,90.340001,262899.66666666674,12.033333333333333,9700700.0,1358.6133626666667,3855740000.0
1035,2012-04-26,PHX,ORD,10.8888888889,10.180077943099999,76.0,2012-02-10,10.420333156365,2012,26,15456,11.7046,11.358502294210167,11.1834479631972,11.087010832810972,104.550003,192832.0,9.8,10556800.0,1399.97998,4034700000.0
1036,2012-05-19,MSP,ORD,14.84,12.019706041900001,104.0,2012-02-05,11.611103856380172,2012,19,15479,10.5892,9.963934488212162,11.359680195737026,11.218334523700626,91.84333533333331,176912.33333333337,10.276666666666667,9972300.0,1302.1433106666666,4270563333.3333335
1037,2012-02-26,ORD,SFO,10.2727272727,7.905283454339999,72.0,2011-12-16,11.719064740843187,2012,26,15396,10.9181,10.812631154580547,10.950214127109582,10.92646600267858,108.96333100000001,274302.33333333326,6.996666666666667,8427133.333333334,1366.9733073333334,3601046666.6666665
1038,2011-11-05,ATL,MCO,16.25,10.4696181032,114.0,2011-07-14,11.479754618699445,2011,5,15283,10.9206,9.963934488212162,10.878688529782359,10.939109824172244,94.68000033333334,304033.33333333326,5.463333333333333,5637966.666666668,1255.859985,3697013333.3333335
1039,2013-03-05,LAX,BOS,11.1,8.58946723426,78.0,2012-12-17,10.695485317513855,2013,5,15769,10.6809,11.08030191144073,10.798397162846332,10.946436196374783,90.82,209874.0,14.05,7676100.0,1539.790039,3610690000.0
1040,2012-11-24,LAX,LAS,13.5,11.828484411700002,94.0,2012-08-22,11.43146043384835,2012,24,15668,9.4546,9.963934488212162,10.183349832740886,10.939109824172244,87.59599759999999,182347.8,12.64,3468400.0,1408.196695666667,1986293333.3333333
1041,2012-06-05,PHL,DFW,8.0,5.04975246918,56.0,2012-04-10,10.201987103765553,2012,5,15496,11.0877,11.08030191144073,11.323585390443986,11.240980190844223,84.290001,246358.0,11.62,5680300.0,1285.5,3403230000.0
1042,2013-03-03,DFW,SFO,10.375,9.797108416939999,73.0,2012-12-20,10.861924746306206,2013,3,15767,10.1294,10.812631154580547,10.957974283232332,10.946436196374783,90.30666866666668,236894.0,13.803333333333333,7908800.0,1522.8666176666668,3508156666.6666665
1043,2012-03-06,MSP,ORD,11.0588235294,10.310617029500001,77.0,2011-12-20,11.611103856380172,2012,6,15405,11.284,11.08030191144073,10.798397162846332,10.946436196374783,104.699997,332561.0,6.88,7993300.0,1343.359985,4191060000.0
1044,2012-11-23,EWR,ATL,7.1875,6.155959172490001,50.0,2012-10-04,10.729148967478128,2012,23,15667,9.7592,11.22139005929782,10.183349832740886,10.939109824172244,87.5239974,195225.2,12.5,1464800.0,1409.150024,1504960000.0
1045,2011-11-09,LGA,BOS,4.66666666667,3.6265017787800002,33.0,2011-10-07,11.168998167620973,2011,9,15287,11.4946,11.22214793333977,11.170595240758693,10.939109824172244,95.739998,445712.0,5.05,4424000.0,1229.099976,4659740000.0
1046,2011-09-30,MCO,EWR,15.5,9.38083151965,108.0,2011-06-14,10.675846252417372,2011,30,15247,11.4238,11.22139005929782,11.254785605103002,11.163943762320724,79.199997,367957.0,5.5,8429500.0,1131.420044,4416790000.0
1047,2011-10-24,MCO,PHL,13.6923076923,9.15104029395,96.0,2011-07-20,10.479094864194792,2011,24,15271,11.6135,11.316519450921993,11.265915207985424,11.243521482329156,91.269997,484139.0,5.95,5337800.0,1254.189941,4309380000.0
1048,2012-09-20,DEN,PHX,9.27777777778,6.68453487806,65.0,2012-07-17,10.78956729812696,2012,20,15603,11.4728,11.358502294210167,11.334901909539196,11.163943762320724,91.870003,244553.0,10.68,4523100.0,1460.26001,3382520000.0
1049,2012-07-04,LAX,IAH,11.4782608696,7.464275920660001,80.0,2012-04-15,10.515096499914817,2012,4,15525,9.8462,11.22214793333977,10.32594916757868,10.985364033491773,86.063334,345445.33333333326,13.34,8439400.0,1370.799988,2578955000.0
1050,2013-01-16,SFO,BOS,9.77777777778,8.069955576489999,68.0,2012-11-09,11.099965440200052,2013,16,15721,11.2654,11.22214793333977,10.92668554075603,10.834783842972453,94.239998,241531.0,14.63,4263600.0,1472.630005,3384080000.0
1051,2012-09-13,SFO,DEN,10.75,8.22624170758,75.0,2012-06-30,10.822170916135342,2012,13,15596,11.3438,11.358502294210167,11.28225526213691,11.163943762320724,98.309998,291055.0,11.25,8627500.0,1459.98999,4606550000.0
1052,2011-11-27,ATL,DTW,11.791666666700001,9.226517392189999,83.0,2011-09-05,10.414952565561904,2011,27,15305,10.9964,10.812631154580547,10.183349832740886,10.939109824172244,97.8019988,306077.8,4.1866666666666665,4102200.0,1181.256714,3168566666.666667
1053,2012-11-05,SFO,EWR,10.5,7.61231688916,74.0,2012-08-23,10.666464809115553,2012,5,15649,10.9206,11.316519450921993,11.170595240758693,10.939109824172244,85.650002,221397.0,12.64,4571300.0,1417.26001,2921040000.0
1054,2012-06-25,ATL,EWR,8.31578947368,5.9726472037,58.0,2012-04-28,10.729148967478128,2012,25,15516,11.7214,11.316519450921993,11.222057961200905,11.240980190844223,79.209999,249004.0,12.65,5882000.0,1313.719971,3501820000.0
1055,2013-01-06,BOS,LGA,3.5,2.44948974278,24.0,2012-12-13,11.168998167620973,2013,6,15711,10.6799,10.812631154580547,10.3432774396269,10.834783842972453,93.15666666666668,181110.3333333333,14.803333333333333,7836500.0,1463.416667,3344743333.333333
1056,2012-06-26,DFW,DEN,10.3333333333,6.74042530804,72.0,2012-04-15,11.035014235874439,2012,26,15517,11.5713,11.08030191144073,11.222057961200905,11.240980190844223,79.360001,253304.0,12.88,8187700.0,1319.98999,3412940000.0
1057,2011-10-22,IAH,ORD,10.5789473684,8.29535204178,74.0,2011-08-09,10.714472079157837,2011,22,15269,10.9114,9.963934488212162,11.39059672860385,11.243521482329156,88.69000033333332,359083.0,5.8966666666666665,5094666.666666667,1243.5633136666668,4756973333.333333
1058,2011-10-12,LGA,BOS,5.07692307692,3.77406806292,36.0,2011-09-06,11.168998167620973,2011,12,15259,11.574000000000002,11.22214793333977,11.347075783287751,11.243521482329156,85.57,294230.0,6.23,9014300.0,1207.25,5355360000.0
1059,2011-10-28,LAX,IAH,12.32,7.861933604400001,86.0,2011-08-03,10.515096499914817,2011,28,15275,11.2716,11.22139005929782,11.265915207985424,11.243521482329156,93.32,276760.0,5.94,4626200.0,1285.089966,4536690000.0
1060,2012-04-15,DEN,DFW,8.94117647059,8.57664407151,63.0,2012-02-12,11.035014235874439,2012,15,15445,11.1673,10.812631154580547,11.141996627758898,11.087010832810972,102.89666733333334,265725.66666666674,8.033333333333333,6226400.0,1369.7999673333334,3593573333.333333
1061,2012-10-10,PHX,ORD,13.086956521700001,10.774182287,92.0,2012-07-10,10.420333156365,2012,10,15623,11.8101,11.22214793333977,11.347075783287751,11.243521482329156,91.25,303502.0,11.34,3567500.0,1432.560059,3225060000.0
1062,2012-11-03,DFW,BOS,11.315789473699999,10.4565377294,79.0,2012-08-16,10.296316064145405,2012,3,15647,10.6973,9.963934488212162,10.878688529782359,10.939109824172244,85.12333466666666,272006.33333333326,12.566666666666665,4732766.666666667,1415.2199706666668,3462000000.0
1063,2011-12-09,LAX,BOS,12.090909090899999,8.574097708510001,85.0,2011-09-15,10.695485317513855,2011,9,15317,11.0963,11.22139005929782,11.077289722291233,10.604161937131613,99.410004,318767.0,5.62,6149000.0,1255.189941,3830610000.0
1064,2012-04-28,DEN,DFW,7.06666666667,4.589843860819999,49.0,2012-03-10,11.035014235874439,2012,28,15458,9.8444,9.963934488212162,11.1834479631972,11.087010832810972,104.910001,191887.0,10.293333333333333,10788833.333333334,1401.5433346666666,3621890000.0
1065,2012-06-22,ORD,ATL,13.913043478299999,11.4570861101,97.0,2012-03-17,11.300291087291518,2012,22,15513,11.4158,11.22139005929782,11.301741305265612,11.240980190844223,79.760002,293224.0,13.17,14666900.0,1335.02002,5271490000.0
1066,2012-01-07,SEA,ORD,9.65,6.200806399169999,68.0,2011-10-31,10.503372503792876,2012,7,15346,10.4621,9.963934488212162,10.3432774396269,10.834783842972453,101.47666466666666,297594.0,5.64,8225300.0,1278.7733563333334,3561753333.333333
1067,2012-07-14,DTW,LGA,11.142857142899999,8.0640294784,78.0,2012-04-27,10.590408816825693,2012,14,15535,10.1211,9.963934488212162,11.11761174600949,10.985364033491773,87.54333199999999,248260.0,14.33,7520233.333333332,1355.7333576666667,3096193333.333333
1068,2011-11-12,MSP,DEN,10.0588235294,6.90534745899,70.0,2011-09-03,10.45641239986647,2011,12,15290,10.8732,9.963934488212162,11.170595240758693,10.939109824172244,98.706665,305698.33333333326,5.0,5385233.333333333,1259.8266603333334,3320013333.333333
1069,2013-02-25,ORD,IAH,6.076923076919999,4.03033370127,43.0,2013-01-13,10.714472079157837,2013,25,15761,10.5113,11.316519450921993,10.957974283232332,10.92646600267858,93.110001,217519.0,13.02,7186400.0,1487.849976,4011050000.0
1070,2012-05-03,EWR,ATL,5.07692307692,3.77406806292,36.0,2012-03-28,10.729148967478128,2012,3,15463,11.6626,11.358502294210167,11.292406234578175,11.218334523700626,102.540001,316883.0,10.71,11508500.0,1391.569946,4004910000.0
1071,2012-10-01,ATL,PHL,11.1,10.3968618747,78.0,2012-07-15,11.263704615178002,2012,1,15614,11.0597,11.316519450921993,11.2101588870966,11.243521482329156,92.480003,216005.0,10.75,6120000.0,1444.48999,3505080000.0
1072,2012-02-12,DEN,ORD,14.6,12.328828005899998,102.0,2011-11-02,10.737025430423813,2012,12,15382,10.6901,10.812631154580547,11.00443131601537,10.92646600267858,100.16333533333334,281229.33333333326,9.07,8039400.0,1348.726685,3704553333.3333335
1073,2012-05-12,SFO,ORD,13.6086956522,11.3407516603,95.0,2012-02-07,11.719064740843187,2012,12,15472,10.0776,9.963934488212162,11.132080604101953,11.218334523700626,95.67999766666668,257690.66666666663,11.293333333333333,8118566.666666668,1348.3766686666665,3808753333.3333335
1074,2012-04-19,LGA,MIA,8.529411764710002,6.26615559034,60.0,2012-02-19,10.972960051713835,2012,19,15449,11.828,11.358502294210167,11.265280556839812,11.087010832810972,102.269997,91398.0,9.51,31291800.0,1376.920044,4180020000.0
1075,2012-10-09,BOS,LAX,15.551724137899999,11.011637373,109.0,2012-06-22,10.695485317513855,2012,9,15622,11.2015,11.08030191144073,11.347075783287751,11.243521482329156,92.389999,378040.0,11.3,4592900.0,1441.47998,3216320000.0
1076,2011-11-11,LAX,SEA,8.94117647059,7.02202417608,63.0,2011-09-09,11.076071892066686,2011,11,15289,11.2341,11.22139005929782,11.170595240758693,10.939109824172244,98.989998,282786.0,5.01,5658900.0,1263.849976,3370180000.0
1077,2011-11-13,ATL,EWR,12.851851851900001,9.22664912799,90.0,2011-08-15,10.729148967478128,2011,13,15291,11.2646,10.812631154580547,11.170595240758693,10.939109824172244,98.42333199999999,328610.66666666674,4.99,5111566.666666667,1255.8033446666666,3269846666.6666665
1078,2013-01-23,LAS,SFO,13.846153846199998,9.95868387968,97.0,2012-10-18,10.769626214381173,2013,23,15728,11.1307,11.22214793333977,10.81796674591105,10.834783842972453,95.230003,318008.0,15.07,15854900.0,1494.810059,3552010000.0
1079,2012-04-05,ATL,MIA,11.380952380999998,9.861420741839998,80.0,2012-01-16,10.567745542102287,2012,5,15435,11.5045,11.358502294210167,10.722627051315062,11.087010832810972,103.309998,242903.0,7.78,4947900.0,1398.079956,3303740000.0
1080,2012-07-20,PHL,DFW,10.5,7.31616810834,74.0,2012-05-07,10.201987103765553,2012,20,15541,11.5102,11.22139005929782,11.270802398154027,10.985364033491773,91.440002,249172.0,12.01,10048400.0,1362.660034,3925020000.0
1081,2012-10-03,LGA,DTW,8.333333333330001,6.444331754709999,58.0,2012-08-06,10.590408816825693,2012,3,15616,11.5622,11.22214793333977,11.2101588870966,11.243521482329156,88.139999,339506.0,11.78,13775400.0,1450.98999,3531640000.0
1082,2012-10-30,ORD,LAS,14.851851851900001,10.949898853399999,104.0,2012-07-18,10.678535550960103,2012,30,15643,10.7673,11.08030191144073,10.878688529782359,11.243521482329156,86.24799820000001,212537.2,12.128,5248500.0,1412.1160154000002,3518670000.0
1083,2012-12-20,LAX,ATL,11.846153846199998,8.09786296595,83.0,2012-09-28,11.28842519213148,2012,20,15694,10.6659,11.358502294210167,10.464456661769288,10.604161937131613,90.129997,178144.0,13.54,8658800.0,1443.689941,3686580000.0
1084,2011-12-12,PHX,ORD,10.4,7.68731011747,73.0,2011-09-30,10.420333156365,2011,12,15320,11.4527,11.316519450921993,11.019252156189332,10.604161937131613,97.769997,279146.0,5.63,6370200.0,1236.469971,3600570000.0
1085,2011-09-04,CLT,LGA,11.2272727273,7.6028304139300005,79.0,2011-06-17,10.773446264218553,2011,4,15221,10.8194,10.812631154580547,10.791054695489867,11.163943762320724,86.23499699999998,311725.0,5.13,5180050.0,1169.6049805,4752860000.0
1086,2012-07-09,MIA,JFK,13.7931034483,9.55577353655,97.0,2012-04-03,10.363358350662882,2012,9,15530,11.4231,11.316519450921993,11.11761174600949,10.985364033491773,85.989998,256901.0,13.49,7933800.0,1352.459961,2904860000.0
1087,2012-04-01,ORD,SFO,11.666666666700001,9.47804480541,82.0,2012-01-10,11.719064740843187,2012,1,15431,10.8959,10.812631154580547,11.075628784858011,11.087010832810972,104.49333433333334,266783.0,7.51,7149800.0,1415.516683,3606970000.0
1088,2013-02-10,LAS,DEN,10.8636363636,7.09993597922,76.0,2012-11-26,10.451325875925932,2013,10,15746,11.2891,10.812631154580547,11.00443131601537,10.92646600267858,96.593333,265718.0,14.556666666666667,8723833.333333334,1517.3166913333332,2784783333.333333
1089,2012-08-01,PHL,DFW,9.166666666669999,6.41918081635,64.0,2012-05-29,10.201987103765553,2012,1,15553,11.4281,11.22214793333977,11.040663264060587,11.094082010757203,88.910004,281204.0,10.83,8123600.0,1375.319946,4440920000.0
1090,2012-03-29,EWR,SFO,12.052631578900002,10.6430659963,84.0,2012-01-05,10.666464809115547,2012,29,15428,11.3575,11.358502294210167,11.075628784858011,10.946436196374783,102.779999,319988.0,7.89,6150300.0,1403.280029,3832000000.0
1091,2012-05-10,MSP,ATL,11.8095238095,12.524452273900001,83.0,2012-02-17,10.585135004760662,2012,10,15470,11.2936,11.358502294210167,11.132080604101953,11.218334523700626,97.080002,282314.0,10.93,5759600.0,1357.98999,3727990000.0
1092,2012-01-04,ATL,ORD,8.42105263158,6.344864848169999,59.0,2011-11-06,11.300291087291518,2012,4,15343,10.4165,11.22214793333977,10.3432774396269,10.834783842972453,103.220001,271711.0,5.03,5268700.0,1277.300049,3592580000.0
1093,2012-03-04,MIA,ATL,11.708333333299999,8.97086669589,82.0,2011-12-13,10.567745542102283,2012,4,15403,10.1387,10.812631154580547,10.957974283232332,10.946436196374783,106.713333,258188.0,7.203333333333332,12958966.666666668,1366.096639,3380816666.6666665
1094,2011-10-25,LAX,ATL,10.3043478261,7.137829964410001,72.0,2011-08-14,11.28842519213148,2011,25,15272,11.5003,11.08030191144073,11.265915207985424,11.243521482329156,93.169998,489373.0,5.6,6475900.0,1229.050049,4473970000.0
1095,2012-01-30,LAX,BOS,9.166666666669999,7.770608273560001,64.0,2011-11-27,10.695485317513855,2012,30,15369,11.2988,11.316519450921993,10.82938677099014,10.834783842972453,98.779999,215829.0,8.52,12675100.0,1313.01001,3659010000.0
1096,2013-02-24,DFW,LAS,6.875,5.21376383559,48.0,2013-01-07,10.260361637978237,2013,24,15760,11.3706,10.812631154580547,10.950214127109582,10.92646600267858,93.11666633333333,213098.66666666663,13.203333333333333,6814733.333333332,1497.099976,3813806666.6666665
1097,2012-02-03,MSP,ATL,13.3913043478,10.4522252108,94.0,2011-11-01,10.585135004760662,2012,3,15373,10.6507,11.22139005929782,10.82938677099014,10.92646600267858,97.839996,318638.0,9.64,14608000.0,1344.900024,4608550000.0
1098,2012-12-26,SEA,SFO,13.304347826099999,11.5618289785,93.0,2012-09-24,11.150830682408078,2012,26,15700,10.1379,11.22214793333977,9.832669288766573,10.604161937131613,90.980003,141598.0,13.23,1978800.0,1419.829956,2285030000.0
1099,2012-05-03,SFO,DFW,11.2727272727,7.73478117511,79.0,2012-02-14,10.861924746306206,2012,3,15463,11.6626,11.358502294210167,11.292406234578175,11.218334523700626,102.540001,316883.0,10.71,11508500.0,1391.569946,4004910000.0
1100,2011-12-28,ATL,LAX,12.28,7.829005896880001,86.0,2011-10-03,11.288425192131484,2011,28,15336,10.0878,11.22214793333977,9.832669288766573,10.604161937131613,99.360001,164655.0,5.19,6446000.0,1249.640015,2349980000.0
1101,2012-09-06,ORD,ATL,10.9047619048,9.20274286235,76.0,2012-06-22,11.300291087291518,2012,6,15589,11.4208,11.358502294210167,11.049449450925882,11.163943762320724,95.529999,327082.0,11.42,9613800.0,1432.119995,3952870000.0
1102,2012-12-06,ORD,SFO,8.125,5.77205913576,57.0,2012-10-10,11.719064740843187,2012,6,15680,11.3678,11.358502294210167,11.077289722291233,10.604161937131613,86.260002,269293.0,12.61,7057000.0,1413.939941,3229700000.0
1103,2011-09-18,SFO,ATL,9.666666666669999,7.136759301910001,68.0,2011-07-12,10.46238205602205,2011,18,15235,11.4615,10.812631154580547,11.28225526213691,11.163943762320724,86.45333099999998,158468.0,5.836666666666668,4294866.666666667,1208.063314,4585756666.666667
1104,2012-02-22,DEN,MSP,7.4,5.32916503779,52.0,2012-01-01,10.456412399866473,2012,22,15392,11.2697,11.22214793333977,10.950214127109582,10.92646600267858,106.279999,241329.0,7.7,5383700.0,1357.660034,3633710000.0
1105,2012-05-22,MCO,PHL,12.625,9.95123981788,88.0,2012-02-24,10.479094864194792,2012,22,15482,11.6747,11.08030191144073,11.091591872232252,11.218334523700626,91.660004,226226.0,10.62,6227400.0,1316.630005,4123680000.0
1106,2011-10-09,ORD,MSP,10.5,8.02822402231,74.0,2011-07-27,11.611103856380177,2011,9,15256,11.2015,10.812631154580547,11.2101588870966,11.243521482329156,84.60000366666667,302396.66666666674,5.29,4963566.666666667,1181.7466636666666,4824660000.0
1107,2012-11-26,PHL,BOS,6.6428571428600005,4.4133912106199995,47.0,2012-10-10,10.54215955980349,2012,26,15670,10.9529,11.316519450921993,11.006154272408493,10.939109824172244,87.739998,156593.0,12.92,7475600.0,1406.290039,2948960000.0
1108,2012-03-15,ORD,DTW,9.13333333333,11.3380942381,64.0,2012-01-11,10.731197057171306,2012,15,15414,11.5831,11.358502294210167,11.11947253078815,10.946436196374783,105.110001,371039.0,7.58,13550500.0,1402.599976,4271650000.0
1109,2012-02-20,DTW,LGA,5.916666666669999,4.37884030586,41.0,2012-01-10,10.590408816825693,2012,20,15390,11.2074,11.316519450921993,10.950214127109582,10.92646600267858,105.1899965,270804.0,8.1425,12663725.0,1361.96496575,3775810000.0
1110,2012-12-05,JFK,LAX,17.25,11.6677210408,121.0,2012-08-06,13.011296273384216,2012,5,15679,11.6051,11.22214793333977,11.077289722291233,10.604161937131613,87.879997,220850.0,12.11,6484300.0,1409.280029,4253920000.0
1111,2012-10-11,ATL,EWR,9.4,7.769034350349999,66.0,2012-08-06,10.729148967478128,2012,11,15624,11.6445,11.358502294210167,11.347075783287751,11.243521482329156,92.07,300087.0,11.17,4540700.0,1432.839966,3672540000.0
1112,2012-10-16,MIA,JFK,13.875,10.6905586139,97.0,2012-07-11,10.363358350662882,2012,16,15629,11.2831,11.08030191144073,11.39059672860385,11.243521482329156,92.089996,232217.0,11.58,3401000.0,1454.920044,3568770000.0
1113,2012-07-26,SFO,LAS,13.481481481500001,8.60845009891,94.0,2012-04-23,10.769626214381173,2012,26,15547,11.593,11.358502294210167,11.178833477337754,10.985364033491773,89.389999,233400.0,11.19,10942700.0,1360.02002,4429300000.0
1114,2012-03-01,DFW,LGA,11.35,9.01037413792,79.0,2011-12-13,11.157526802732253,2012,1,15400,11.4305,11.358502294210167,10.957974283232332,10.946436196374783,108.839996,389838.0,7.41,7718600.0,1374.089966,3919240000.0
1115,2012-08-15,ORD,PHX,8.411764705880001,5.723403964530001,59.0,2012-06-17,10.420333156365,2012,15,15567,11.4052,11.22214793333977,11.065551587916083,11.094082010757203,94.330002,281643.0,10.15,3696700.0,1405.530029,2655750000.0
1116,2012-03-03,MCO,PHL,10.857142857100001,7.7413546249100005,76.0,2011-12-18,10.479094864194792,2012,3,15402,10.1294,9.963934488212162,10.957974283232332,10.946436196374783,106.70666499999999,278926.0,7.416666666666668,10355833.333333334,1367.8633220000002,3332153333.333333
1117,2012-12-26,SFO,JFK,16.40625,10.811759950399999,115.0,2012-09-02,12.18794616982222,2012,26,15700,10.1379,11.22214793333977,9.832669288766573,10.604161937131613,90.980003,141598.0,13.23,1978800.0,1419.829956,2285030000.0
1118,2012-08-19,DFW,LAS,14.2857142857,9.486275243180001,100.0,2012-05-11,10.260361637978237,2012,19,15571,10.9815,10.812631154580547,11.065551587916083,11.094082010757203,95.98333466666666,129736.33333333336,10.42,7555000.0,1418.140014666667,2818543333.333333
1119,2011-09-01,DFW,ATL,12.25,8.103944289260001,86.0,2011-06-07,11.554773544068748,2011,1,15218,10.7111,11.358502294210167,10.791054695489867,11.163943762320724,88.93,282342.0,5.29,6677100.0,1204.420044,4780410000.0
