,iata,municipality,latitude_deg,longitude_deg,state,pop2010
894,BKE,Baker City,44.837299346900004,-117.808998108,OR,
895,BJI,Bemidji,47.50939941,-94.93370056,MN,
896,DIK,Dickinson,46.7974014282,-102.802001953,ND,
897,JHW,Jamestown,42.15340042,-79.25800323,NY,
898,JCT,Junction,30.5112991333,-99.7634963989,TX,
899,HDH,Mokuleia,21.5795001984,-158.197006226,HI,
900,OFK,Norfolk,41.985500335693,-97.435096740723,NE,242998.0
901,RWL,Rawlins,41.80559921,-107.1999969,WY,
902,SNY,Sidney,41.10129929,-102.9850006,NE,
903,TCC,Tucumcari,35.182800293,-103.602996826,NM,
904,AKO,Akron,40.1755981445,-103.222000122,CO,199003.0
905,1F0,Ardmore,34.1469993591,-97.1227035522,OK,
906,ARW,Beaufort,32.4122009277,-80.6343994141,C,
907,BML,Berlin,44.57540131,-71.17590332,NH,
908,BMC,Brigham City,41.5523986816,-112.06199646,T,
909,BUM,Butler,38.2897987366,-94.3401031494,MO,
910,ARR,Chicago/Aurora,41.771900177,-88.47570037839999,IL,
911,CHK,Chickasha,35.09740067,-97.96769714,OK,
912,MQS,Coatesville,39.97900009,-75.8655014,PA,
913,CBF,Council Bluffs,41.2592010498,-95.760597229,IA,
914,DNN,Dalton,34.72290039,-84.87020111,GA,
915,DNV,Danville,40.19919968,-87.59590149,IL,
916,DYL,Doylestown,40.3330001831,-75.1222991943,PA,
917,DUA,Durant,33.94229889,-96.39450073,OK,
918,EKX,Elizabethtown,37.686000824,-85.9250030518,KY,
919,EKM,Elkhart,41.7193984985,-86.00319671630001,IN,
920,WDG,Enid,36.3791999817,-97.7910995483,OK,
921,FFT,Frankfort,38.18249893,-84.90470123,KY,
922,FRR,Front Royal,38.9174995422,-78.25350189210002,VA,
923,T25,Goulding's Lodge,37.016700744599994,-110.200996399,T,
924,VQQ,Jacksonville,30.2187004089,-81.876701355,FL,823123.0
925,EMM,Kemmerer,41.82410049439999,-110.556999207,WY,
926,EOK,Keokuk,40.459899902299995,-91.4284973145,IA,
927,CWF,Lake Charles,30.2105998993,-93.14320373540001,LA,
928,LKV,Lakeview,42.161098480199996,-120.399002075,OR,
929,AOH,Lima,40.706902,-84.026703,OH,
930,LKU,Louisa,38.00979996,-77.9701004,VA,
931,LHZ,Louisburg,36.0233,-78.330299,NC,
932,47N,Manville,40.5243988037,-74.59839630130001,NJ,
933,MWA,Marion,37.75500107,-89.01110077,IL,
934,MFI,Marshfield,44.6369018555,-90.18930053710001,WI,
935,MBY,Moberly,39.463901519800004,-92.4270019531,MO,
936,1O5,Montague,41.7304000854,-122.54599762,CA,
937,EWK,Newton,38.058200836199994,-97.2744979858,K,
938,PSX,Palacios,28.727500915527,-96.250999450684,TX,
939,40J,Perry,30.0692997,-83.58059692,FL,
940,RPD,Rice Lake,45.41899872,-91.77349854,WI,
941,DMO,Sedalia,38.70740127559999,-93.17590332030001,MO,
942,W28,Sequim,48.098098754883,-123.18699645996,WA,
943,SPF,Spearfish,44.48030090332,-103.78299713135,D,
944,SPW,Spencer,43.165500640869,-95.202796936035,IA,
945,ASN,Talladega,33.569900512699995,-86.05090332030001,AL,
946,TRL,Terrell,32.709201812744,-96.267402648926,TX,
947,TOR,Torrington,42.0644989,-104.1529999,WY,
948,UTA,Tunica,34.680999755859,-90.346702575684,M,
949,BDH,Willmar,45.11769867,-95.13040161,MN,
950,CKB,Clarksburg,39.2966003418,-80.2281036377,WV,
951,HON,Huron,44.38520050048828,-98.22850036621094,D,
952,INL,International Falls,48.566200256347656,-93.4030990600586,MN,
953,PMD,Palmdale,34.62939835,-118.0849991,CA,152962.0
954,RHI,Rhinelander,45.63119888305664,-89.46749877929688,WI,
955,PIB,Hattiesburg/Laurel,31.467100143432617,-89.33709716796875,M,
956,AOT,Kotzebue,66.88469696,-162.598999,AK,
957,AOM,Nome,64.51219940185547,-165.44500732421875,AK,
958,WRL,Worland,43.9656982421875,-107.95099639892578,WY,
959,COF,Cocoa Beach,28.2348995209,-80.6100997925,FL,
960,EDW,Edwards,34.905399,-117.884003,CA,
961,BLF,Bluefield,37.295799255371094,-81.20770263671875,WV,
962,GLH,Greenville,33.4828987121582,-90.98560333251953,M,
963,HHN,Hana,20.79560089111328,-156.01400756835938,HI,
964,UCA,Utica,43.14509963989258,-75.38390350341797,NY,
965,WRI,Wrightstown,40.0155983,-74.59169769,NJ,
966,S31,Lopez,48.4838981628418,-122.93800354003906,WA,
967,SVC,Silver City,32.63650131225586,-108.15599822998047,NM,
968,HST,Homestead,25.48859978,-80.38359833,FL,
969,OFF,Omaha,41.118301391602,-95.912498474121,NE,450887.0
970,DMA,Tucson,32.1665000916,-110.883003235,AZ,527167.0
971,AGY,Skagway,59.46009826660156,-135.3159942626953,AK,
972,AEI,Fairbanks,64.66570282,-147.102005,AK,
973,AUG,Augusta,44.320598602299995,-69.7973022461,ME,196192.0
974,BVI,Beaver Falls,40.7724990845,-80.39140319820001,PA,
975,DUG,Douglas Bisbee,31.4689998627,-109.603996277,AZ,
976,HYR,Hayward,46.025199890100005,-91.44429779050002,WI,144746.0
977,RWF,Redwood Falls,44.54719925,-95.08229828,MN,
978,RIW,Riverton,43.064201355,-108.459999084,WY,
979,SME,Somerset,37.053398132299996,-84.6158981323,KY,
980,VTN,Valentine,42.85779953,-100.5479965,NE,
981,INK,Wink,31.779600143399996,-103.200996399,TX,
982,AEL,Albert Lea,43.68149948,-93.36720276,MN,
983,E38,Alpine,30.384199142499998,-103.683998108,TX,
984,ANP,Annapolis,38.942902,-76.568398,MD,
985,AAF,Apalachicola,29.72750092,-85.02749634,FL,
986,AVO,Avon Park,27.59119987,-81.52780151,FL,
987,BGE,Bainbridge,30.9715004,-84.63739777,GA,
988,BYY,Bay City,28.9733009338,-95.8635025024,TX,
989,BIE,Beatrice,40.301300048799995,-96.75409698490002,NE,
990,BMT,Beaumont,30.0706996918,-94.21579742430002,TX,
991,BPG,Big Spring,32.212601,-101.522003,TX,
992,BDG,Blanding,37.58330154,-109.4830017,T,
993,CQW,Cheraw,34.71289825,-79.95700073,C,
994,CTZ,Clinton,34.9756011963,-78.3646011353,NC,
995,C80,Coalinga,36.16310119628906,-120.29399871826172,CA,
996,CFV,Coffeyville,37.09400177,-95.5718994141,K,
997,CGS,College Park,38.9805984497,-76.9223022461,MD,
998,DTL,Detroit Lakes,46.82519913,-95.88569641,MN,
999,00C,Durango,37.203201293899994,-107.869003296,CO,
1000,BLU,Emigrant Gap,39.2750015259,-120.709999084,CA,
1001,EUF,Eufaula,31.9512996674,-85.1288986206,AL,
1002,FRM,Fairmont,43.643901825,-94.4156036377,MN,
1003,FAM,Farmington,37.76110077,-90.4285965,MO,
1004,FYM,Fayetteville,35.059700012200004,-86.5640029907,TN,208335.0
1005,W05,Gettysburg,39.84090042,-77.27420044,PA,
1006,4S1,Gold Beach,42.41339874,-124.4240036,OR,
1007,GPZ,Grand Rapids,47.21110153,-93.50980377,MN,188003.0
1008,GCY,Greeneville,36.19300079,-82.81510162,TN,
1009,CXY,Harrisburg,40.2170982361,-76.85150146480001,PA,
1010,AIZ,Kaiser Lake Ozark,38.0960006714,-92.54949951170002,MO,
1011,ILE,Killeen,31.0858001709,-97.6865005493,TX,128980.0
1012,LIC,Limon,39.274799346900004,-103.666000366,CO,
1013,LHV,Lock Haven,41.13560104,-77.42230225,PA,
1014,MDS,Madison,44.01599884,-97.08589935,D,233716.0
1015,MRF,Marfa,30.371099,-104.017997,TX,
1016,MDZ,Medford,45.10100174,-90.30329895,WI,
1017,TNT,Miami,25.861799240112,-80.897003173828,FL,400841.0
1018,MHE,Mitchell,43.774799346900004,-98.03859710690001,D,
1019,HEZ,Natchez,31.613738,-91.297313,M,
1020,PKD,Park Rapids,46.9006,-95.073095,MN,
1021,PQL,Pascagoula,30.462799072266,-88.529197692871,M,
1022,PIM,Pine Mountain,32.8406982422,-84.8824005127,GA,
1023,UKT,Quakertown,40.435199737549,-75.381896972656,PA,
1024,ASO,Seldovia,59.442401885986,-151.70399475098,AK,
1025,N23,Sidney,42.302600860596,-75.416000366211,NY,
1026,SUE,Sturgeon Bay,44.84370041,-87.42150116,WI,
1027,SWW,Sweetwater,32.467399597168,-100.46700286865,TX,
1028,TDZ,Toledo,41.56489944,-83.4822998,OH,287030.0
1029,UVA,Uvalde,29.2112998962,-99.743598938,TX,
1030,THV,York,39.91699982,-76.8730011,PA,
1031,S60,Kenmore,47.7547988892,-122.259002686,WA,
1032,W55,Seattle,47.6290016174,-122.338996887,WA,610639.0
1033,JST,Johnstown,40.31610107421875,-78.83390045166016,PA,
1034,AKN,King Salmon,58.67679977,-156.6490021,AK,
1035,CIU,Sault Ste Marie,46.25080108642578,-84.47239685058594,MI,
1038,CBM,Columbus,33.6437988281,-88.44380187990001,M,790935.0
1040,LFI,Hampton,37.082901001,-76.360496521,VA,
1041,TIK,Oklahoma City,35.414699554443,-97.386596679688,OK,582285.0
1042,MCF,Tampa,27.84930038,-82.52120209,FL,337062.0
1043,ALM,Alamogordo,32.8399009705,-105.990997314,NM,
1044,RCA,Rapid City,44.14500046,-103.1039963,D,
1045,AYA,Yakutat,59.5032997131,-139.660003662,AK,
1046,BIX,Biloxi,30.4104003906,-88.92440032959999,M,
1047,CSV,Crossville,35.9513015747,-85.08499908450001,TN,
1048,POB,Fayetteville,35.1708984375,-79.014503479004,NC,208335.0
1049,GWO,Greenwood,33.4943008423,-90.0847015381,M,
1050,LRF,Jacksonville,34.916900634799994,-92.14969635010002,AR,823123.0
1051,NPA,Pensacola,30.35269928,-87.31860352,FL,
1052,SVN,Savannah,32.00999832,-81.14569855,GA,137492.0
1053,CNU,Chanute,37.668800354,-95.4850997925,K,
1054,CUB,Columbia,33.970500946,-80.9952011108,C,
1055,NFW,Fort Worth,32.76919937,-97.4414978,TX,748481.0
1056,GDV,Glendive,47.13869858,-104.8069992,MT,
1057,RDR,Grand Forks,47.961101532,-97.4011993408,ND,
1058,GUY,Guymon,36.6851005554,-101.508003235,OK,
1059,HVR,Havre,48.54299927,-109.762001,MT,
1060,HBR,Hobart,34.991317,-99.051313,OK,
1061,ARA,New Iberia,30.0378,-91.883904,LA,
1062,UOX,Oxford,34.384300231934,-89.536796569824,M,
1063,RSL,Russell,38.872100830078,-98.811798095703,K,
1064,SMN,Salmon,45.1237983704,-113.880996704,ID,
1065,SDY,Sidney,47.70690155,-104.1930008,MT,
1066,ASX,Soldotna,60.47570037841797,-151.03399658203125,AK,
1067,VJI,Abingdon,36.687099456787,-82.033302307129,VA,
1068,AIK,Aiken,33.6493988037,-81.68499755859999,C,
1069,ALX,Alexander City,32.914699554399995,-85.9629974365,AL,
1070,9NY,Alexandria Bay,44.312002,-75.90034,NY,
1071,AXS,Altus,34.697952,-99.3385,OK,
1072,ATS,Artesia,32.8525009155,-104.468002319,NM,
1074,HZY,Ashtabula,41.7779998779,-80.6955032349,OH,
1075,9U3,Austin,39.4679985046,-117.194999695,NV,806423.0
1076,AGQ,Big Lake,61.536098480199996,-149.813995361,AK,
1077,BKT,Blackstone,37.0741996765,-77.9574966431,VA,
1078,BNW,Boone,42.0495986938,-93.8476028442,IA,
1079,BGD,Borger,35.700901031499995,-101.393997192,TX,
1080,BKD,Breckenridge,32.71900177,-98.89099884030001,TX,
1081,BBW,Broken Bow,41.4365005493,-99.6421966553,NE,
1082,CFD,Bryan,30.715700149499998,-96.3313980103,TX,
1083,CKV,Clarksville,36.6218986511,-87.4150009155,TN,133480.0
1084,MRC,Columbia/Mount Pleasant,35.5541000366,-87.17890167239999,TN,
1085,CKN,Crookston,47.8417015076,-96.62159729,MN,
1086,MGY,Dayton,39.5890007019,-84.224899292,OH,
1087,DEH,Decorah,43.27550125,-91.73940277,IA,
1088,DKK,Dunkirk,42.49330139,-79.27200317,NY,
1089,ELA,Eagle Lake,29.600599288900003,-96.3218994141,TX,
1090,N53,East Stroudsburg,41.0358009338,-75.1605987549,PA,
1091,EQA,El Dorado,37.7741012573,-96.81759643550001,K,
1092,FLX,Fallon,39.4990997314,-118.749000549,NV,
1093,0B8,Fishers Island,41.25130081179999,-72.0316009521,NY,
1094,BIF,Fort Bliss/El Paso,31.84950066,-106.3799973,TX,
1095,GSH,Goshen,41.526401519800004,-85.79290008539999,IN,
1096,S80,Grangeville,45.9426,-116.123001,ID,
1097,GRE,Greenville,38.8362007141,-89.37840271,IL,
1098,HLC,Hill City,39.37879944,-99.83149719,K,
1099,HUM,Houma,29.5664997101,-90.6604003906,LA,
1100,HHW,Hugo,34.03480148,-95.54190063,OK,
1101,LPC,Lompoc,34.665599823,-120.468002319,CA,
1102,S33,Madras,44.67020035,-121.1549988,OR,
1103,GKJ,Meadville,41.62649918,-80.21469879,PA,
1104,UKF,North Wilkesboro,36.2228012085,-81.09829711910001,NC,
1105,OGS,Ogdensburg,44.6819000244,-75.46549987790002,NY,
1106,OEO,Osceola,45.310001373291,-92.691902160645,WI,
1107,VYS,Peru,41.351898,-89.153099,IL,
1108,W99,Petersburg,38.9948997498,-79.1458969116,WV,
1109,LQK,Pickens,34.8100013733,-82.70290374759999,C,
1110,POF,Poplar Bluff,36.773899078369,-90.324897766113,MO,
1111,RTN,Raton,36.74150085,-104.5019989,NM,
1112,O85,Redding,40.5749015808,-122.407997131,CA,
1113,UZA,Rock Hill,34.9878006,-81.05719757,C,
1114,SAR,Sparta,38.1488990784,-89.6986999512,IL,
1115,VSF,Springfield,43.34360123,-72.51730347,VT,159484.0
1117,OYM,St Marys,41.412498474121,-78.502601623535,PA,
1118,SYN,Stanton,44.475498199499995,-93.0162963867,MN,
1119,TBR,Statesboro,32.4827003479,-81.73690032959999,GA,
1120,STK,Sterling,40.61529922,-103.2649994,CO,
1121,SKX,Taos,36.45819855,-105.6719971,NM,
1122,TVI,Thomasville,30.901599884033,-83.881301879883,GA,
1123,FTO,Tok,63.32949829,-142.9539948,AK,
1124,VDI,Vidalia,32.192699432373,-82.371200561523,GA,
1125,HIE,Whitefield,44.367637,-71.544502,NH,
1126,LNN,Willoughby,41.683998107899995,-81.3897018433,OH,
1127,WLD,Winfield/Arkansas City,37.168598175,-97.0375976562,K,
1128,IWI,Wiscasset,43.9613990784,-69.712600708,ME,
1129,AIY,Atlantic City,39.3600006104,-74.4561004639,NJ,
1130,ADQ,Kodiak,57.75,-152.4940033,AK,
1131,ATY,Watertown,44.91400146,-97.15470123,D,
1132,LTS,Altus,34.667098999,-99.2667007446,OK,
1134,ASC,Deadhorse,70.19470215,-148.4649963,AK,
1135,HJH,Lahaina,20.962900161743164,-156.67300415039062,HI,
1136,HMN,Alamogordo,32.8525009155,-106.107002258,NM,
1137,BAD,Bossier City,32.5018005371,-93.6626968384,LA,
1138,LUF,Glendale,33.534999847399995,-112.383003235,AZ,226168.0
1140,MGE,Marietta,33.91540146,-84.51629639,GA,
1141,PAM,Panama City,30.0695991516,-85.57540130619999,FL,
1142,SKA,Spokane,47.6151008606,-117.65599823,WA,209523.0
1143,WRB,Warner Robins,32.6400985718,-83.5919036865,GA,
1144,IAB,Wichita,37.62189865,-97.26820374,K,382726.0
1145,BKX,Brookings,44.3047981262207,-96.81690216064453,D,
1146,HLU,Kalaupapa,21.21100044,-156.973999,HI,
1147,OZR,Fort Rucker/Ozark,31.27569962,-85.71340179,AL,
1148,NTD,Point Mugu,34.120300293,-119.121002197,CA,
1149,ALI,Alice,27.740900039699998,-98.02690124510002,TX,
1150,ABT,Bettles,66.91390228,-151.529007,AK,
1151,AGK,Gulkana,62.1548996,-145.4570007,AK,
1152,AVD,Valdez,61.13389969,-146.2480011,AK,
1153,HHI,Wahiawa,21.48349953,-158.0399933,HI,
1154,BBD,Brady,31.1793003082,-99.3238983154,TX,
1155,CDS,Childress,34.4337997437,-100.288002014,TX,
1156,EGI,Crestview,30.65040016,-86.52290344,FL,
1157,CTB,Cut Bank,48.6083984375,-112.375999451,MT,
1158,FCS,Fort Carson,38.67839813,-104.7570038,CO,
1159,HUL,Houlton,46.1231002808,-67.792098999,ME,
1160,HNG,Kaneohe,21.4505004883,-157.768005371,HI,
1161,NQX,Key West,24.57579994,-81.68890381,FL,
1162,NLC,Lemoore,36.33300018,-119.9520035,CA,
1163,MBG,Mobridge,45.54650116,-100.4079971,D,
1164,OGB,Orangeburg,33.456798553467,-80.859497070312,C,
1165,PDT,Pendleton,45.695098877,-118.841003418,OR,
1166,PNA,Pinedale,42.79550171,-109.8069992,WY,
1167,AUW,Wausau,44.9262008667,-89.6266021729,WI,
1168,AMN,Alma,43.322101593,-84.68800354,MI,
1169,AID,Anderson,40.10860061649999,-85.6129989624,IN,
1170,MMI,Athens,35.39730072,-84.56259918,TN,
1171,UNI,Athens/Albany,39.2109985352,-82.23139953610001,OH,
1172,E51,Bagdad,34.5959014893,-113.169998169,AZ,
1173,BNL,Barnwell,33.25780106,-81.38829803,C,
1174,BVX,Batesville,35.7262001,-91.64730072,AR,
1175,HPY,Baytown,29.786100387599998,-94.95269775390001,TX,
1176,BTY,Beatty,36.8610992432,-116.787002563,NV,
1177,BTP,Butler,40.77690125,-79.9496994,PA,
1178,LLJ,Challis,44.522999,-114.218002,ID,
1179,8A6,Charlotte,35.2137985229,-80.67009735110001,NC,738534.0
1180,CKU,Cordova,60.5438995361,-145.727005005,AK,
1181,CRX,Corinth,34.9150009155,-88.6035003662,M,
1182,CRS,Corsicana,32.0280990601,-96.4005966187,TX,
1183,COT,Cotulla,28.45669937,-99.22029877,TX,
1184,DCU,Decatur,34.652698516799994,-86.94539642330001,AL,
1185,DFI,Defiance,41.3375015259,-84.4288024902,OH,
1186,DVL,Devils Lake,48.11420059,-98.90879822,ND,
1187,DLN,Dillon,45.255401611299995,-112.553001404,MT,
1188,DGW,Douglas,42.79719925,-105.3860016,WY,
1189,DBN,Dublin,32.56439972,-82.98529816,GA,
1190,DUC,Duncan,34.47090149,-97.9598999,OK,
1191,1O6,Dunsmuir,41.263199,-122.272003,CA,
1192,EGV,Eagle River,45.932300567599995,-89.26830291750001,WI,
1193,RQO,El Reno,35.47269821,-98.00579834,OK,
1194,FBR,Fort Bridger,41.3918991089,-110.406997681,WY,
1195,FDR,Frederick,34.35200119,-98.98390198,OK,
1196,FEP,Freeport,42.2462005615,-89.58200073239999,IL,
1197,IZG,Fryeburg,43.991100311299995,-70.9478988647,ME,
1198,GGE,Georgetown,33.3116989136,-79.3196029663,C,
1199,U07,Glen Canyon Natl Rec Area,37.54579926,-110.7129974,T,
1200,HPA,Hanapepe,21.896900177,-159.602996826,HI,
1201,HSE,Hatteras,35.232799530029,-75.617797851562,NC,
1202,HEE,Helena/West Helena,34.576571,-90.67616,AR,
1203,HRI,Hermiston,45.828223,-119.259024,OR,
1204,JOT,Joliet,41.51779938,-88.17549896,IL,147654.0
1205,OKK,Kokomo,40.528198242188,-86.05899810791,IN,
1206,PPO,La Porte,41.5724983215,-86.73449707030001,IN,
1207,C02,Lake Geneva,42.614899,-88.389603,WI,
1208,E16,Limestone,46.9504013062,-67.88590240479999,ME,
1209,LAM,Los Alamos,35.8797988892,-106.268997192,NM,
1210,MBL,Manistee,44.2723999,-86.24690247,MI,
1211,41U,Manti,39.32910156,-111.6149979,T,
1212,MHL,Marshall,39.0957984924,-93.20290374759999,MO,
1213,MVC,Monroeville,31.458000183099998,-87.3509979248,AL,
1214,MVL,Morrisville,44.53459930419999,-72.6139984131,VT,
1215,VAY,Mount Holly,39.942901611299995,-74.845703125,NJ,
1216,OCH,Nacogdoches,31.57799911,-94.70950317,TX,
1217,U14,Nephi,39.73880005,-111.8720016,T,
1218,ULM,New Ulm,44.319599151611,-94.502296447754,MN,
1219,EFK,Newport,44.8888015747,-72.2292022705,VT,
1220,PFC,Pacific City,45.199798584,-123.961997986,OR,
1221,PSO,Pagosa Springs,37.28630066,-107.0559998,CO,
1222,PSN,Palestine,31.779699325562,-95.706298828125,TX,
1223,PMH,Portsmouth,38.8404998779,-82.84729766850002,OH,
1224,PDC,Prairie Du Chien,43.019298553467,-91.12370300293,WI,
1225,PUC,Price,39.61389923,-110.7509995,T,
1226,S39,Prineville,44.286998748779,-120.90399932861,OR,
1227,UIL,Quillayute,47.936599731445,-124.56300354004,WA,
1228,RXE,Rexburg,43.8339,-111.805002,ID,
1229,RKW,Rockwood,35.9222984314,-84.6896972656,TN,
1230,RPX,Roundup,46.475095,-108.541497,MT,
1231,SAS,Salton City,33.2414016724,-115.952003479,CA,
1232,SEM,Selma,32.343898773193,-86.987800598145,AL,
1233,SNL,Shawnee,35.357898712158,-96.942802429199,OK,
1234,SLG,Siloam Springs,36.19189835,-94.48999786,AR,
1235,0F3,Spirit Lake,43.387500762939,-95.139198303223,IA,
1236,SLB,Storm Lake,42.5973014832,-95.24069976810001,IA,
1237,SGT,Stuttgart,34.599498748779,-91.574996948242,AR,
1238,X39,Tampa,28.2213001251,-82.37449646,FL,337062.0
1239,HAI,Three Rivers,41.9598007202,-85.59339904790001,MI,
1240,TDO,Toledo,46.4771995544,-122.805999756,WA,287030.0
1241,TLR,Tulare,36.15629959,-119.3259964,CA,
1242,VLA,Vandalia,38.991500854492,-89.166198730469,IL,
1243,CNW,Waco,31.637800216699997,-97.0740966797,TX,125409.0
1244,BWP,Wahpeton,46.2440986633,-96.6073989868,ND,
1245,RBW,Walterboro,32.921001434299995,-80.6406021118,C,
1246,AXV,Wapakoneta,40.49340057,-84.29889679,OH,
1247,LWL,Wells,41.117099762,-114.92199707,NV,
1248,ELZ,Wellsville,42.10950089,-77.98999786,NY,
1249,BEC,Wichita,37.694499969499994,-97.21499633790002,K,382726.0
1250,O62,,36.4814843441,-121.72911644,CA,
1251,BBG,Branson,36.532082,-93.200544,MO,
1252,RND,Universal City,29.52969933,-98.27890015,TX,
1253,APG,Petersburg,56.80170059,-132.9450073,AK,
1254,ADU,Unalaska,53.900100708,-166.544006348,AK,
1255,CVS,Clovis,34.3828010559,-103.321998596,NM,
1256,HMU,Kamuela,20.001300811767578,-155.66799926757812,HI,
1257,6N5,New York City,40.74259948730469,-73.97209930419922,NY,8190360.0
1258,MTC,Mount Clemens,42.613463,-82.836919,MI,
1259,AMC,McGrath,62.95289993,-155.6060028,AK,
1260,LSF,Fort Benning(Columbus),32.337299346900004,-84.9913024902,GA,
1261,ASY,Shemya,52.71229935,174.1139984,AK,
1262,BDE,Baudette,48.7284011841,-94.612197876,MN,
1263,HSF,Camp Pohakuloa,19.760099411,-155.554000854,HI,
1264,FBG,Fort Bragg,35.13180161,-78.93669891,NC,
1265,FSI,Fort Sill,34.64979935,-98.40219879,OK,
1266,TOI,Troy,31.860399246216,-86.012100219727,AL,
1267,WWR,Woodward,36.438,-99.5226667,OK,
1268,ADG,Adrian,41.8676986694,-84.07730102539999,MI,
1269,3O9,Afton,36.577598571777,-94.86190032959,OK,
1270,AIA,Alliance,42.0531997681,-102.804000854,NE,
1271,AHH,Amery,45.2811012268,-92.37539672850001,WI,
1272,ANY,Anthony,37.158501,-98.079597,K,
1273,BRY,Bardstown,37.8143005371,-85.4996032715,KY,
1274,RQB,Big Rapids,43.7225990295,-85.50409698490002,MI,
1275,P04,Bisbee,31.3640003204,-109.883003235,AZ,
1276,CIR,Cairo,37.0644989014,-89.2195968628,IL,
1277,CZK,Cascade Locks,45.6768989563,-121.878997803,OR,
1278,HTW,Chesapeake/Huntington Wva,38.4193,-82.494301,OH,
1279,2S7,Chiloquin,42.579440493,-121.879062653,OR,
1280,CNH,Claremont,43.3703994751,-72.36869812009999,NH,
1281,ICL,Clarinda,40.72180176,-95.02639771,IA,
1282,CFT,Clifton/Morenci,32.95280075,-109.2099991,AZ,
1283,CSM,Clinton,35.3398017883,-99.20050048830001,OK,
1284,K23,Cooperstown,42.6291999817,-74.89099884030001,NY,
1285,CUH,Cushing,35.9499015808,-96.7731018066,OK,
1286,DNS,Denison,41.9864006,-95.38069916,IA,
1287,DRM,Drummond Island,46.0093002319,-83.74389648440001,MI,
1288,5T9,Eagle Pass,28.85720062,-100.512001,TX,
1289,3W7,Electric City,47.922000885,-119.083000183,WA,
1290,EDN,Enterprise,31.29969978,-85.89990234,AL,108481.0
1291,EST,Estherville,43.40739822,-94.74639893,IA,
1292,FOM,Fillmore,38.95830154,-112.362999,T,
1293,6S2,Florence,43.98279953,-124.111000061,OR,
1294,NBJ,Foley,30.389099121100003,-87.63529968259999,AL,
1295,LHW,Fort Stewart(Hinesville),31.889099,-81.562303,GA,
1296,FET,Fremont,41.44910049,-96.52020264,NE,214561.0
1297,FRH,French Lick,38.5061988831,-86.63690185550001,IN,
1298,GAB,Gabbs,38.924098968500005,-117.958999634,NV,
1299,GLW,Glasgow,37.03179932,-85.9536972,KY,
1300,HSI,Hastings,40.6053009033,-98.42790222170001,NE,
1301,IFA,Iowa Falls,42.4707984924,-93.2699966431,IA,
1302,2F0,Iraan,30.9057006836,-101.891998291,TX,
1303,IMT,Iron Mountain / Kingsford,45.8184013367,-88.1145019531,MI,
1304,GCD,John Day,44.40420151,-118.9629974,OR,
1305,S98,Kennewick,46.2186012268,-119.209999084,WA,
1306,50I,Kentland,40.7587013245,-87.42819976810001,IN,
1307,LWV,Lawrenceville,38.7643013,-87.6054992676,IL,
1308,2W6,Leonardtown,38.3153991699,-76.5501022339,MD,
1309,LXN,Lexington,40.791000366199995,-99.7772979736,NE,296847.0
1310,LDM,Ludington,43.96250153,-86.40789795,MI,
1311,MQB,Macomb,40.520099639899996,-90.65239715579999,IL,
1312,MBO,Madison,32.438702,-90.103104,M,233716.0
1313,M75,Malta,48.366901397700005,-107.918998718,MT,
1314,ISQ,Manistique,45.97460175,-86.17179871,MI,
1315,MZZ,Marion,40.4898986816,-85.6797027588,IN,
1316,RNC,Mc Minnville,35.69869995,-85.84380341,TN,
1317,AIN,McKinley Park,63.7326011658,-148.910995483,AK,
1318,ARV,Minocqua-Woodruff,45.92789841,-89.73090363,WI,
1319,MPZ,Mount Pleasant,40.94660187,-91.51110077,IA,
1320,TNU,Newton,41.67440032959,-93.021697998047,IA,
1321,OGA,Ogallala,41.11949921,-101.7699966,NE,
1322,OLD,Old Town,44.95280075,-68.67430115,ME,
1323,ONO,Ontario,44.020500183105,-117.01399993896,OR,164369.0
1324,PPF,Parsons,37.32989883,-95.5062027,K,
1325,PTN,Patterson,29.709499359131,-91.338996887207,LA,
1326,PMB,Pembina,48.9425010681,-97.2407989502,ND,
1327,PHP,Philip,44.048599243164,-101.59899902344,D,
1328,PBX,Pikeville,37.5617981,-82.56639862,KY,
1329,C65,Plymouth,41.365100860596,-86.300498962402,IN,
1330,PTT,Pratt,37.70159912,-98.74690247,K,
1331,RAC,Racine,42.7606010437,-87.8152008057,WI,
1332,RVL,Reedsville,40.6773986816,-77.6268005371,PA,
1333,ROX,Roseau,48.85599899,-95.6969986,MN,
1334,RSN,Ruston,32.514400482178,-92.591697692871,LA,
1335,RUQ,Salisbury,35.645901,-80.520302,NC,
1336,UOS,Sewanee,35.205101013184,-85.898101806641,TN,
1337,SBX,Shelby,48.5406990051,-111.871002197,MT,
1338,SNK,Snyder,32.69340133667,-100.94999694824,TX,
1339,SPA,Spartanburg,34.915699005127,-81.956497192383,C,
1340,THM,Thompson Falls,47.573501586914,-115.28099822998,MT,
1341,L72,Trona,35.8125,-117.327003479,CA,
1342,T03,Tuba City,36.0928001404,-111.383003235,AZ,
1343,OCW,Washington,35.570499420166,-77.049797058105,NC,605085.0
1344,ARM,Wharton,29.254299163800003,-96.1544036865,TX,
1345,BJJ,Wooster,40.874801635699995,-81.88829803470001,OH,
1346,GFA,Great Falls,47.504699707,-111.18699646,MT,
1347,JRB,New York City,40.70119858,-74.00900269,NY,8190360.0
1348,PLB,Plattsburgh,44.6875,-73.52449798583984,NY,
1349,ADL,Dillingham,59.04470062,-158.5050049,AK,
