,AirPort,Max TemperatureC,Mean TemperatureC,Min TemperatureC,Dew PointC,MeanDew PointC,Min DewpointC,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressurehPa,Mean Sea Level PressurehPa,Min Sea Level PressurehPa,Max VisibilityKm,Mean VisibilityKm,Min VisibilitykM,Max Wind SpeedKm/h,Mean Wind SpeedKm/h,CloudCover,WindDirDegrees,DateOfDeparture,LoadFactorDomestic,PassengersDomestic,year,month,day,weekday,week,n_days,oil_stock_price,oil_stock_volume,AAL_stock_price,AAL_stock_volume,SP_stock_price,SP_stock_volume,latitude_deg,longitude_deg,state,pop2010
2061,DFW,22,19,16,18,17,16,100,87,73,1021,1019,1014,16,8,0,19,10,6,48,2012-10-10,82.94,2145674,2012,10,10,2,41,15623,91.25,303502.0,11.34,3567500.0,1432.560059,3225060000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2062,DFW,31,24,18,21,19,16,90,71,51,1021,1019,1016,16,13,6,37,13,6,139,2012-10-11,82.94,2145674,2012,10,11,3,41,15624,92.07,300087.0,11.17,4540700.0,1432.839966,3672540000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2063,DFW,30,26,21,21,19,18,97,74,51,1022,1019,1017,16,15,8,35,17,5,161,2012-10-12,82.94,2145674,2012,10,12,4,41,15625,91.860001,198462.0,11.36,3540300.0,1428.589966,3134750000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2064,DFW,29,25,21,21,20,18,84,72,59,1017,1013,1009,16,16,16,52,30,6,177,2012-10-13,82.94,2145674,2012,10,13,5,41,15626,91.85666666666667,221980.0,11.379999999999999,3605133.3333333335,1432.4366456666667,3251103333.3333335,32.89680099487305,-97.03800201416016,TX,1200370.0
2065,DFW,28,23,17,21,13,8,84,56,28,1019,1014,1011,16,14,1,58,17,3,298,2012-10-14,82.94,2145674,2012,10,14,6,41,15627,91.85333233333333,245498.0,11.4,3669966.6666666665,1436.2833253333333,3367456666.6666665,32.89680099487305,-97.03800201416016,TX,1200370.0
2066,DFW,28,20,12,12,9,7,77,52,26,1020,1017,1014,16,16,16,16,7,4,188,2012-10-15,82.94,2145674,2012,10,15,0,42,15628,91.849998,269016.0,11.42,3734800.0,1440.130005,3483810000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2067,DFW,25,20,15,18,12,9,87,67,46,1014,1009,1004,16,16,16,42,20,6,176,2012-10-16,82.94,2145674,2012,10,16,1,42,15629,92.089996,232217.0,11.58,3401000.0,1454.920044,3568770000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2068,DFW,31,23,16,18,13,5,84,55,26,1008,1003,1000,16,16,16,42,26,4,235,2012-10-17,82.94,2145674,2012,10,17,2,42,15630,92.120003,226343.0,11.62,4610600.0,1460.910034,3655320000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2069,DFW,24,18,11,9,0,-6,63,38,13,1016,1013,1008,16,16,16,34,14,0,346,2012-10-18,82.94,2145674,2012,10,18,3,42,15631,92.099998,184654.0,11.72,6363500.0,1457.339966,3880030000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2070,DFW,26,18,11,4,-1,-7,54,33,12,1017,1014,1012,16,16,16,34,15,0,273,2012-10-19,82.94,2145674,2012,10,19,4,42,15632,90.050003,123648.0,11.47,3807900.0,1433.189941,3875170000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2071,DFW,31,22,12,20,12,3,74,60,45,1012,1009,1006,16,16,16,42,22,1,180,2012-10-20,82.94,2145674,2012,10,20,5,42,15633,89.610003,174338.66666666666,11.620000000000001,4097766.6666666665,1433.3999426666667,3655520000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2072,DFW,32,28,24,21,20,18,82,64,46,1011,1009,1007,16,16,16,48,31,4,181,2012-10-21,82.94,2145674,2012,10,21,6,42,15634,89.170003,225029.3333333333,11.77,4387633.333333333,1433.6099443333335,3435870000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2073,DFW,30,27,23,21,19,16,84,69,54,1015,1013,1011,16,16,16,45,22,5,175,2012-10-22,82.94,2145674,2012,10,22,0,43,15635,88.730003,275720.0,11.92,4677500.0,1433.819946,3216220000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2074,DFW,29,26,22,19,18,18,84,68,51,1014,1012,1011,16,16,16,39,22,4,178,2012-10-23,82.94,2145674,2012,10,23,1,43,15636,86.66999799999999,309492.0,12.09,7749700.0,1413.109985,3587670000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2075,DFW,29,25,21,19,18,17,84,66,48,1015,1012,1009,16,16,16,39,24,4,178,2012-10-24,82.94,2145674,2012,10,24,2,43,15637,85.730003,298160.0,12.37,11283300.0,1408.75,3385970000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2076,DFW,27,20,12,19,14,4,79,65,51,1018,1012,1008,16,16,16,52,28,6,239,2012-10-25,82.94,2145674,2012,10,25,3,43,15638,86.050003,208678.0,11.97,5623700.0,1412.969971,3512640000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2077,DFW,14,11,8,4,2,-2,71,56,41,1026,1023,1019,16,16,16,42,28,6,6,2012-10-26,82.94,2145674,2012,10,26,4,43,15639,86.279999,212378.0,11.92,5664500.0,1411.939941,3284910000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2078,DFW,15,9,3,0,-2,-6,76,50,24,1027,1024,1021,16,16,16,32,14,0,2,2012-10-27,82.94,2145674,2012,10,27,5,43,15640,86.2719988,212417.8,11.972,5560500.0,1411.9839596000002,3343350000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2079,DFW,18,11,3,2,-2,-5,76,49,21,1026,1024,1022,16,16,16,26,11,1,354,2012-10-28,82.94,2145674,2012,10,28,6,43,15641,86.26399860000001,212457.6,12.024,5456500.0,1412.0279782,3401790000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2080,DFW,20,13,5,2,-2,-6,76,47,17,1026,1023,1020,16,16,14,13,5,1,114,2012-10-29,82.94,2145674,2012,10,29,0,44,15642,86.2559984,212497.4,12.076,5352500.0,1412.0719968,3460230000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2081,DFW,25,16,6,6,3,1,70,47,24,1020,1016,1013,16,16,16,21,10,1,208,2012-10-30,82.94,2145674,2012,10,30,1,44,15643,86.2479982,212537.2,12.128,5248500.0,1412.1160154,3518670000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2082,DFW,28,19,10,9,7,6,77,51,24,1016,1015,1013,16,16,16,23,9,0,258,2012-10-31,82.94,2145674,2012,10,31,2,44,15644,86.239998,212577.0,12.18,5144500.0,1412.160034,3577110000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2083,DFW,31,21,11,10,8,5,83,52,20,1017,1014,1012,16,16,16,23,6,0,205,2012-11-01,81.4,2058545,2012,11,1,3,44,15645,87.089996,197179.0,12.55,5001800.0,1427.589966,3929890000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2084,DFW,31,22,13,14,11,6,77,50,23,1015,1013,1011,16,16,16,35,17,1,199,2012-11-02,81.4,2058545,2012,11,2,4,44,15646,84.860001,297311.0,12.53,4813500.0,1414.199951,3732480000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2085,DFW,29,22,15,17,13,6,90,67,43,1019,1016,1013,16,16,16,27,12,2,182,2012-11-03,81.4,2058545,2012,11,3,5,44,15647,85.12333466666666,272006.3333333333,12.566666666666666,4732766.666666667,1415.2199706666668,3462000000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2086,DFW,24,18,12,7,6,4,61,45,29,1020,1019,1017,16,16,16,19,7,2,1,2012-11-04,81.4,2058545,2012,11,4,6,44,15648,85.38666833333333,246701.66666666666,12.603333333333333,4652033.333333333,1416.2399903333333,3191520000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2087,DFW,25,18,11,11,4,-1,83,53,23,1019,1017,1015,16,16,16,35,15,2,346,2012-11-05,81.4,2058545,2012,11,5,0,45,15649,85.650002,221397.0,12.64,4571300.0,1417.26001,2921040000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2088,DFW,23,16,7,8,4,2,76,52,27,1021,1019,1017,16,16,16,19,6,0,345,2012-11-06,81.4,2058545,2012,11,6,1,45,15650,88.709999,303429.0,12.67,3449100.0,1428.390015,3306970000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2089,DFW,24,17,9,7,3,-1,80,51,21,1022,1020,1018,16,16,16,14,8,0,78,2012-11-07,81.4,2058545,2012,11,7,2,45,15651,84.440002,422211.0,12.59,7272000.0,1394.530029,4356490000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2090,DFW,28,19,11,14,9,3,68,52,35,1019,1016,1014,16,16,16,50,21,3,156,2012-11-08,81.4,2058545,2012,11,8,3,45,15652,85.089996,296599.0,13.02,10188000.0,1377.51001,3779520000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2091,DFW,29,24,18,16,14,11,84,61,37,1016,1014,1012,16,16,16,61,32,4,180,2012-11-09,81.4,2058545,2012,11,9,4,45,15653,86.07,322403.0,12.61,6560000.0,1379.849976,3647350000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2092,DFW,27,23,18,16,15,13,84,63,42,1015,1012,1009,16,16,16,56,33,5,174,2012-11-10,81.4,2058545,2012,11,10,5,45,15654,85.90333333333332,308498.6666666667,12.503333333333332,6624033.333333333,1379.9099936666667,3287413333.3333335,32.89680099487305,-97.03800201416016,TX,1200370.0
2093,DFW,24,16,6,17,12,1,86,73,60,1025,1014,1007,16,16,11,48,26,7,304,2012-11-11,81.4,2058545,2012,11,11,6,45,15655,85.73666666666666,294594.3333333333,12.396666666666667,6688066.666666667,1379.9700113333333,2927476666.6666665,32.89680099487305,-97.03800201416016,TX,1200370.0
2094,DFW,13,8,3,-2,-5,-8,70,46,22,1033,1031,1026,16,16,16,29,12,0,5,2012-11-12,81.4,2058545,2012,11,12,0,46,15656,85.57,280690.0,12.29,6752100.0,1380.030029,2567540000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2095,DFW,15,8,2,-1,-4,-8,82,52,21,1033,1030,1028,16,16,16,24,7,4,120,2012-11-13,81.4,2058545,2012,11,13,1,46,15657,85.379997,352247.0,12.59,6257900.0,1374.530029,3455550000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2096,DFW,17,12,6,0,-3,-5,58,41,23,1030,1027,1025,16,16,16,16,5,1,128,2012-11-14,81.4,2058545,2012,11,14,2,46,15658,86.32,265306.0,12.01,8794800.0,1355.48999,4109510000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2097,DFW,18,11,4,1,-1,-3,65,46,26,1027,1025,1023,16,16,16,19,7,4,124,2012-11-15,81.4,2058545,2012,11,15,3,46,15659,85.449997,168098.0,12.06,5942800.0,1353.329956,3928870000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2098,DFW,18,11,3,3,0,-3,82,53,24,1030,1028,1027,16,16,14,16,5,1,81,2012-11-16,81.4,2058545,2012,11,16,4,46,15660,86.66999799999999,271209.0,11.76,5440000.0,1359.880005,4045910000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2099,DFW,18,11,3,0,-2,-3,76,50,24,1030,1027,1025,16,16,16,19,7,2,141,2012-11-17,81.4,2058545,2012,11,17,5,46,15661,87.53999833333333,263165.3333333333,11.863333333333333,4866333.333333333,1368.8833416666666,3822206666.6666665,32.89680099487305,-97.03800201416016,TX,1200370.0
2100,DFW,21,13,6,3,1,-1,70,49,27,1026,1024,1022,16,16,16,29,13,6,149,2012-11-18,81.4,2058545,2012,11,18,6,46,15662,88.40999866666667,255121.66666666666,11.966666666666667,4292666.666666667,1377.8866783333333,3598503333.3333335,32.89680099487305,-97.03800201416016,TX,1200370.0
2101,DFW,22,17,12,11,8,1,72,54,36,1023,1021,1019,16,16,16,32,16,6,171,2012-11-19,81.4,2058545,2012,11,19,0,47,15663,89.279999,247078.0,12.07,3719000.0,1386.890015,3374800000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2102,DFW,27,18,10,13,11,9,93,66,39,1022,1021,1020,16,16,11,14,4,1,139,2012-11-20,81.4,2058545,2012,11,20,1,47,15664,86.75,322630.0,12.49,4975500.0,1387.810059,3207160000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2103,DFW,27,18,9,13,9,7,89,59,28,1024,1022,1019,16,16,11,24,9,3,161,2012-11-21,81.4,2058545,2012,11,21,2,47,15665,87.379997,220980.0,12.47,3141200.0,1391.030029,2667090000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2104,DFW,26,19,12,12,9,7,72,55,38,1020,1017,1015,16,16,16,40,19,5,179,2012-11-22,81.4,2058545,2012,11,22,3,47,15666,87.45199720000001,208102.6,12.485,2303000.0,1400.0900265,2086025000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2105,DFW,19,13,7,11,0,-7,80,50,19,1030,1027,1019,16,16,16,52,24,3,20,2012-11-23,81.4,2058545,2012,11,23,4,47,15667,87.5239974,195225.2,12.5,1464800.0,1409.150024,1504960000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2106,DFW,16,9,3,-3,-6,-8,59,39,19,1030,1025,1019,16,16,16,19,9,1,181,2012-11-24,81.4,2058545,2012,11,24,5,47,15668,87.5959976,182347.8,12.64,3468400.0,1408.1966956666668,1986293333.3333333,32.89680099487305,-97.03800201416016,TX,1200370.0
2107,DFW,24,16,7,12,3,-4,63,45,26,1018,1013,1010,16,16,16,39,22,0,181,2012-11-25,81.4,2058545,2012,11,25,6,47,15669,87.6679978,169470.4,12.78,5472000.0,1407.2433673333333,2467626666.6666665,32.89680099487305,-97.03800201416016,TX,1200370.0
2108,DFW,23,16,9,14,9,1,90,58,25,1024,1015,1010,16,16,10,48,24,4,270,2012-11-26,81.4,2058545,2012,11,26,0,48,15670,87.739998,156593.0,12.92,7475600.0,1406.290039,2948960000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2109,DFW,12,8,3,2,1,-3,76,63,49,1031,1027,1024,16,16,16,34,14,4,338,2012-11-27,81.4,2058545,2012,11,27,1,48,15671,87.18,210470.0,12.72,4426600.0,1398.939941,3323120000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2110,DFW,19,11,2,4,2,0,92,62,32,1030,1027,1024,16,16,11,24,11,0,165,2012-11-28,81.4,2058545,2012,11,28,2,48,15672,86.489998,249744.0,12.97,4663100.0,1409.930054,3359250000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2111,DFW,21,12,3,9,4,1,85,56,27,1024,1021,1019,16,16,16,34,17,2,164,2012-11-29,81.4,2058545,2012,11,29,3,48,15673,88.07,270030.0,13.0,4453200.0,1415.949951,3356850000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2112,DFW,24,19,13,15,13,10,93,74,54,1020,1017,1015,16,16,11,34,20,5,168,2012-11-30,81.4,2058545,2012,11,30,4,48,15674,88.910004,216206.0,12.89,4889700.0,1416.180054,3966000000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2113,DFW,28,23,18,17,16,14,93,68,43,1017,1015,1012,16,16,13,45,29,5,186,2012-12-01,81.65,2089677,2012,12,1,5,48,15675,88.97000133333333,222799.66666666666,12.813333333333334,4315466.666666667,1413.9400229999999,3668760000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2114,DFW,28,24,19,18,16,14,84,64,43,1020,1016,1014,16,16,16,39,23,4,182,2012-12-02,81.65,2089677,2012,12,2,6,48,15676,89.02999866666667,229393.33333333334,12.736666666666666,3741233.333333333,1411.699992,3371520000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2115,DFW,27,23,18,16,14,13,87,65,42,1015,1014,1011,16,16,16,45,26,4,188,2012-12-03,81.65,2089677,2012,12,3,0,49,15677,89.089996,235987.0,12.66,3167000.0,1409.459961,3074280000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2116,DFW,23,16,9,15,4,-4,84,52,19,1024,1020,1014,16,16,16,40,20,4,340,2012-12-04,81.65,2089677,2012,12,4,1,49,15678,88.5,206265.0,12.38,5775300.0,1407.050049,3247710000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2117,DFW,19,12,6,9,4,-2,83,61,39,1025,1021,1017,16,16,16,19,9,3,48,2012-12-05,81.65,2089677,2012,12,5,2,49,15679,87.879997,220850.0,12.11,6484300.0,1409.280029,4253920000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2118,DFW,21,15,8,11,9,7,96,70,44,1016,1012,1008,16,12,2,32,18,5,162,2012-12-06,81.65,2089677,2012,12,6,3,49,15680,86.260002,269293.0,12.61,7057000.0,1413.939941,3229700000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2119,DFW,22,16,10,11,8,5,93,65,37,1012,1010,1008,16,16,16,23,12,5,236,2012-12-07,81.65,2089677,2012,12,7,4,49,15681,85.93,244993.0,12.77,9250800.0,1418.069946,3125160000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2120,DFW,21,16,10,14,9,8,90,71,51,1013,1010,1008,16,14,10,19,7,4,49,2012-12-08,81.65,2089677,2012,12,8,5,49,15682,85.806666,233863.0,12.773333333333333,7707266.666666667,1418.2299803333333,3083250000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2121,DFW,19,12,4,16,8,-10,100,67,34,1017,1011,1007,16,13,8,48,23,7,300,2012-12-09,81.65,2089677,2012,12,9,6,49,15683,85.683332,222733.0,12.776666666666666,6163733.333333334,1418.3900146666667,3041340000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2122,DFW,7,3,-1,-4,-8,-12,80,47,19,1022,1020,1017,16,14,0,48,32,4,336,2012-12-10,81.65,2089677,2012,12,10,0,50,15684,85.559998,211603.0,12.78,4620200.0,1418.550049,2999430000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2123,DFW,10,3,-4,-6,-11,-17,69,42,14,1024,1022,1019,16,16,16,16,4,1,148,2012-12-11,81.65,2089677,2012,12,11,1,50,15685,85.790001,217859.0,12.88,6704500.0,1427.839966,3650230000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2124,DFW,14,6,-2,-4,-8,-11,59,40,20,1027,1024,1022,16,16,16,26,12,0,151,2012-12-12,81.65,2089677,2012,12,12,2,50,15686,86.769997,300353.0,12.7,4651700.0,1428.47998,3709050000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2125,DFW,19,9,0,-2,-5,-7,63,43,22,1026,1023,1021,16,16,16,29,15,1,151,2012-12-13,81.65,2089677,2012,12,13,3,50,15687,85.889999,228417.0,12.97,6238500.0,1419.449951,3349960000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2126,DFW,16,14,11,14,7,-4,86,59,32,1021,1015,1010,16,14,4,37,20,8,157,2012-12-14,81.65,2089677,2012,12,14,4,50,15688,86.730003,218265.0,12.83,4226800.0,1413.579956,3210170000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2127,DFW,23,17,10,14,4,-3,100,59,17,1013,1010,1009,16,15,8,34,14,7,223,2012-12-15,81.65,2089677,2012,12,15,5,50,15689,86.88666766666667,197918.66666666666,12.816666666666666,5459433.333333333,1419.173299,3291983333.3333335,32.89680099487305,-97.03800201416016,TX,1200370.0
2128,DFW,23,18,12,6,2,-1,66,43,20,1009,1007,1005,16,16,16,24,12,6,250,2012-12-16,81.65,2089677,2012,12,16,6,50,15690,87.04333233333332,177572.33333333334,12.803333333333333,6692066.666666666,1424.766642,3373796666.6666665,32.89680099487305,-97.03800201416016,TX,1200370.0
2129,DFW,17,11,6,3,2,-1,76,56,36,1013,1010,1007,16,16,11,32,11,2,266,2012-12-17,81.65,2089677,2012,12,17,0,51,15691,87.199997,157226.0,12.79,7924700.0,1430.359985,3455610000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2130,DFW,26,15,3,7,-1,-4,70,42,13,1010,1008,1007,16,16,16,24,10,2,198,2012-12-18,81.65,2089677,2012,12,18,1,51,15692,87.93,93130.0,12.95,5615000.0,1446.790039,4302240000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2131,DFW,26,19,12,17,11,-8,87,52,17,1009,1004,1000,16,14,3,66,35,8,201,2012-12-19,81.65,2089677,2012,12,19,2,51,15693,89.510002,233083.0,13.48,9147700.0,1435.810059,3869800000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2132,DFW,12,8,4,-4,-12,-19,48,30,11,1030,1024,1012,16,16,13,63,34,1,308,2012-12-20,81.65,2089677,2012,12,20,3,51,15694,90.129997,178144.0,13.54,8658800.0,1443.689941,3686580000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2133,DFW,18,7,-4,-8,-11,-15,58,34,9,1031,1028,1026,16,16,16,26,12,3,208,2012-12-21,81.65,2089677,2012,12,21,4,51,15695,88.660004,180375.0,13.44,6081200.0,1430.150024,5229160000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2134,DFW,20,10,0,7,-2,-9,62,45,27,1025,1021,1016,16,16,16,40,18,5,183,2012-12-22,81.65,2089677,2012,12,22,5,51,15696,89.1240038,172619.6,13.403333333333332,4440266.666666667,1428.986694,3902426666.666667,32.89680099487305,-97.03800201416016,TX,1200370.0
2135,DFW,18,13,7,11,2,-7,89,54,19,1015,1012,1010,16,16,16,29,17,6,241,2012-12-23,81.65,2089677,2012,12,23,6,51,15697,89.5880036,164864.2,13.366666666666667,2799333.3333333335,1427.823364,2575693333.3333335,32.89680099487305,-97.03800201416016,TX,1200370.0
2136,DFW,10,6,1,-2,-3,-4,69,53,36,1017,1013,1009,16,15,10,24,12,5,359,2012-12-24,81.65,2089677,2012,12,24,0,52,15698,90.0520034,157108.8,13.33,1158400.0,1426.660034,1248960000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2137,DFW,9,3,-2,7,1,-6,92,71,49,1021,1010,1001,16,8,0,53,30,8,344,2012-12-25,81.65,2089677,2012,12,25,1,52,15699,90.5160032,149353.4,13.280000000000001,1568600.0,1423.244995,1766995000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2138,DFW,0,-3,-6,-6,-8,-11,81,72,63,1026,1023,1021,16,16,16,42,18,6,341,2012-12-26,81.65,2089677,2012,12,26,2,52,15700,90.980003,141598.0,13.23,1978800.0,1419.829956,2285030000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2139,DFW,7,1,-5,5,-1,-7,89,77,65,1020,1015,1012,16,13,4,24,11,7,132,2012-12-27,81.65,2089677,2012,12,27,3,52,15701,90.870003,152771.0,13.1,3663200.0,1418.099976,2830180000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2140,DFW,6,2,-1,4,1,-7,100,82,63,1024,1015,1011,16,7,1,39,20,7,358,2012-12-28,81.65,2089677,2012,12,28,4,52,15702,90.800003,131374.0,12.79,4261800.0,1402.430054,2426680000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2141,DFW,8,3,-3,-5,-7,-8,69,53,37,1031,1029,1024,16,16,16,21,10,3,293,2012-12-29,81.65,2089677,2012,12,29,5,52,15703,91.140002,127424.33333333333,13.026666666666666,5176400.0,1410.3500163333333,2685896666.6666665,32.89680099487305,-97.03800201416016,TX,1200370.0
2142,DFW,9,3,-3,-3,-5,-7,78,55,31,1031,1028,1023,16,16,16,32,14,7,156,2012-12-30,81.65,2089677,2012,12,30,6,52,15704,91.480001,123474.66666666667,13.263333333333334,6091000.0,1418.2699786666667,2945113333.3333335,32.89680099487305,-97.03800201416016,TX,1200370.0
2143,DFW,9,7,4,8,4,-3,96,73,49,1022,1017,1014,16,9,1,32,11,8,114,2012-12-31,81.65,2089677,2012,12,31,0,1,15705,91.82,119525.0,13.5,7005600.0,1426.189941,3204330000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2144,DFW,8,5,2,5,1,-3,92,81,70,1026,1022,1017,16,15,8,32,19,8,335,2013-01-01,77.1,1994045,2013,1,1,1,1,15706,92.4700015,161695.0,13.74,6833800.0,1444.3049925,3703465000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2145,DFW,6,3,-1,-2,-3,-4,85,72,59,1028,1026,1025,16,14,8,23,11,7,328,2013-01-02,77.1,1994045,2013,1,2,2,1,15707,93.120003,203865.0,13.98,6662000.0,1462.420044,4202600000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2146,DFW,9,4,-2,-1,-3,-5,85,62,39,1032,1030,1027,16,16,16,26,13,4,2,2013-01-03,77.1,1994045,2013,1,3,3,1,15708,92.91999799999999,189812.0,13.66,5398400.0,1459.369995,3829730000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2147,DFW,10,7,4,1,-1,-2,70,56,42,1033,1030,1028,16,16,16,14,7,8,10,2013-01-04,77.1,1994045,2013,1,4,4,1,15709,93.089996,210747.0,14.73,12048300.0,1466.469971,3424290000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2148,DFW,12,7,2,3,2,0,92,73,54,1028,1026,1023,16,16,16,23,11,4,194,2013-01-05,77.1,1994045,2013,1,5,5,1,15710,93.12333133333334,195928.66666666666,14.766666666666667,9942400.0,1464.943319,3384516666.6666665,32.89680099487305,-97.03800201416016,TX,1200370.0
2149,DFW,14,7,1,2,-3,-5,92,59,25,1029,1027,1026,16,16,11,26,11,0,355,2013-01-06,77.1,1994045,2013,1,6,6,1,15711,93.15666666666667,181110.33333333334,14.803333333333333,7836500.0,1463.416667,3344743333.3333335,32.89680099487305,-97.03800201416016,TX,1200370.0
2150,DFW,13,6,-2,0,-2,-6,85,62,38,1027,1023,1019,16,16,16,24,9,5,125,2013-01-07,77.1,1994045,2013,1,7,0,2,15712,93.190002,166292.0,14.84,5730600.0,1461.890015,3304970000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2151,DFW,10,8,7,8,6,-1,93,73,53,1019,1017,1015,16,7,2,24,12,8,44,2013-01-08,77.1,1994045,2013,1,8,1,2,15713,93.150002,195867.0,15.16,8034400.0,1457.150024,3601600000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2152,DFW,14,12,9,12,11,8,100,93,86,1020,1017,1013,16,10,3,47,19,8,45,2013-01-09,77.1,1994045,2013,1,9,2,2,15714,93.099998,201385.0,15.13,8493100.0,1461.02002,3674390000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2153,DFW,14,12,9,13,9,6,100,81,62,1015,1013,1012,16,13,0,37,18,7,186,2013-01-10,77.1,1994045,2013,1,10,3,2,15715,93.82,279295.0,15.14,5248800.0,1472.119995,4081840000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2154,DFW,22,15,8,16,9,5,87,66,44,1013,1010,1007,16,16,16,42,21,7,182,2013-01-11,77.1,1994045,2013,1,11,4,2,15716,93.559998,257821.0,14.78,4829400.0,1472.050049,3340650000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
2155,DFW,19,11,2,18,12,-2,93,82,70,1014,1009,1005,16,9,0,48,22,8,70,2013-01-12,77.1,1994045,2013,1,12,5,2,15717,93.75333166666667,254747.33333333334,14.743333333333332,5212266.666666667,1471.593384,3228103333.3333335,32.89680099487305,-97.03800201416016,TX,1200370.0
2156,DFW,6,3,-1,-3,-6,-8,75,59,43,1025,1021,1015,16,16,16,39,27,3,353,2013-01-13,77.1,1994045,2013,1,13,6,2,15718,93.94666533333333,251673.66666666666,14.706666666666667,5595133.333333333,1471.1367189999999,3115556666.6666665,32.89680099487305,-97.03800201416016,TX,1200370.0
2157,DFW,8,3,-2,-4,-7,-9,64,50,36,1028,1025,1023,16,16,16,35,20,4,28,2013-01-14,77.1,1994045,2013,1,14,0,3,15719,94.139999,248600.0,14.67,5978000.0,1470.680054,3003010000.0,32.89680099487305,-97.03800201416016,TX,1200370.0
