,Date,Airport,Total,Flights,Booths,Mean per flight
5287,2012-05-10,DTW,3191.0,19.0,203.0,167.95
5288,2012-05-10,EWR,13008.0,95.0,523.0,136.93
5289,2012-05-10,IAH,9260.0,109.0,373.0,84.95
5290,2012-05-10,JFK,31016.0,166.0,1227.0,186.84
5291,2012-05-10,LAS,2993.0,17.0,101.0,176.06
5292,2012-05-10,LAX,20098.0,99.0,979.0,203.01
5293,2012-05-10,MCO,3149.0,21.0,137.0,149.95
5294,2012-05-10,MIA,21912.0,163.0,807.0,134.43
5295,2012-05-10,MSP,1440.0,10.0,82.0,144.0
5296,2012-05-10,ORD,10402.0,59.0,399.0,176.31
5297,2012-05-10,PHL,3528.0,28.0,153.0,126.0
5298,2012-05-10,PHX,1346.0,18.0,52.0,74.78
5299,2012-05-10,SEA,2352.0,18.0,122.0,130.67
5300,2012-05-10,SFO,11323.0,50.0,380.0,226.46
5301,2012-05-10,LGA,13008.0,95.0,523.0,136.93
5302,2012-05-10,BOS,3389.0,25.0,174.0,135.0
5303,2012-05-11,ATL,11739.0,72.0,475.0,163.04
5304,2012-05-11,CLT,3090.0,18.0,76.0,171.67
5305,2012-05-11,DEN,1115.0,10.0,38.0,111.5
5306,2012-05-11,DFW,7158.0,55.0,222.0,130.15
5307,2012-05-11,DTW,3663.0,18.0,183.0,203.5
5308,2012-05-11,EWR,13758.0,91.0,515.0,151.19
5309,2012-05-11,IAH,10787.0,111.0,423.0,97.18
5310,2012-05-11,JFK,32319.0,164.0,1216.0,197.07
5311,2012-05-11,LAS,1838.0,10.0,66.0,183.8
5312,2012-05-11,LAX,18969.0,94.0,929.0,201.8
5313,2012-05-11,MCO,3860.0,21.0,164.0,183.81
5314,2012-05-11,MIA,23999.0,168.0,842.0,142.85
5315,2012-05-11,MSP,1582.0,10.0,81.0,158.2
5316,2012-05-11,ORD,11629.0,59.0,437.0,197.1
5317,2012-05-11,PHL,4796.0,32.0,208.0,149.88
5318,2012-05-11,PHX,1858.0,18.0,59.0,103.22
5319,2012-05-11,SEA,3027.0,20.0,140.0,151.35
5320,2012-05-11,SFO,11981.0,51.0,434.0,234.92
5321,2012-05-11,LGA,13758.0,91.0,515.0,151.19
5322,2012-05-11,BOS,4805.0,31.0,207.0,155.0
5323,2012-05-12,ATL,14733.0,85.0,423.0,173.33
5324,2012-05-12,CLT,4816.0,32.0,96.0,150.5
5325,2012-05-12,DEN,1953.0,16.0,69.0,122.06
5326,2012-05-12,DFW,8273.0,62.0,241.0,133.44
5327,2012-05-12,DTW,4653.0,23.0,225.0,202.3
5328,2012-05-12,EWR,15944.0,98.0,501.0,162.69
5329,2012-05-12,IAH,12016.0,113.0,402.0,106.34
5330,2012-05-12,JFK,35378.0,172.0,1250.0,205.69
5331,2012-05-12,LAS,1528.0,7.0,54.0,218.29
5332,2012-05-12,LAX,23273.0,109.0,1018.0,213.51
5333,2012-05-12,MCO,5031.0,25.0,203.0,201.24
5334,2012-05-12,MIA,24624.0,168.0,828.0,146.57
5335,2012-05-12,MSP,1770.0,11.0,83.0,160.91
5336,2012-05-12,ORD,12980.0,63.0,386.0,206.03
5337,2012-05-12,PHL,5862.0,35.0,177.0,167.49
5338,2012-05-12,PHX,2706.0,24.0,84.0,112.75
5339,2012-05-12,SEA,3302.0,21.0,137.0,157.24
5340,2012-05-12,SFO,12736.0,54.0,409.0,235.85
5341,2012-05-12,LGA,15944.0,98.0,501.0,162.69
5342,2012-05-12,BOS,4468.0,24.0,182.0,186.0
5343,2012-05-13,ATL,12632.0,76.0,468.0,166.21
5344,2012-05-13,CLT,3841.0,26.0,68.0,147.73
5345,2012-05-13,DEN,1675.0,14.0,68.0,119.64
5346,2012-05-13,DFW,7889.0,60.0,240.0,131.48
5347,2012-05-13,DTW,3768.0,20.0,186.0,188.4
5348,2012-05-13,EWR,14374.0,96.0,487.0,149.73
5349,2012-05-13,IAH,12170.0,119.0,444.0,102.27
5350,2012-05-13,JFK,34431.0,165.0,1263.0,208.67
5351,2012-05-13,LAS,2890.0,17.0,95.0,170.0
5352,2012-05-13,LAX,22456.0,107.0,953.0,209.87
5353,2012-05-13,MCO,4139.0,24.0,161.0,172.46
5354,2012-05-13,MIA,23144.0,172.0,785.0,134.56
5355,2012-05-13,MSP,1688.0,10.0,83.0,168.8
5356,2012-05-13,ORD,13148.0,68.0,340.0,193.35
5357,2012-05-13,PHL,5749.0,36.0,195.0,159.69
5358,2012-05-13,PHX,2467.0,22.0,115.0,112.14
5359,2012-05-13,SEA,3010.0,19.0,131.0,158.42
5360,2012-05-13,SFO,12389.0,50.0,378.0,247.78
5361,2012-05-13,LGA,14374.0,96.0,487.0,149.73
5362,2012-05-13,BOS,4798.0,27.0,186.0,177.0
5363,2012-05-14,ATL,11389.0,72.0,479.0,158.18
5364,2012-05-14,CLT,3086.0,18.0,63.0,171.44
5365,2012-05-14,DEN,1189.0,10.0,40.0,118.9
5366,2012-05-14,DFW,7129.0,56.0,231.0,127.3
5367,2012-05-14,DTW,3612.0,20.0,229.0,180.6
5368,2012-05-14,EWR,13050.0,91.0,495.0,143.41
5369,2012-05-14,IAH,10046.0,110.0,345.0,91.33
5370,2012-05-14,JFK,32551.0,164.0,1364.0,198.48
5371,2012-05-14,LAS,1635.0,10.0,49.0,163.5
5372,2012-05-14,LAX,19962.0,96.0,992.0,207.94
5373,2012-05-14,MCO,2914.0,17.0,128.0,171.41
5374,2012-05-14,MIA,22867.0,168.0,750.0,136.11
5375,2012-05-14,MSP,1527.0,10.0,57.0,152.7
5376,2012-05-14,ORD,12149.0,66.0,355.0,184.08
5377,2012-05-14,PHL,4906.0,30.0,145.0,163.53
5378,2012-05-14,PHX,2001.0,17.0,70.0,117.71
5379,2012-05-14,SEA,2690.0,19.0,118.0,141.58
5380,2012-05-14,SFO,11431.0,47.0,397.0,243.21
5381,2012-05-14,LGA,13050.0,91.0,495.0,143.41
5382,2012-05-14,BOS,4150.0,28.0,141.0,148.0
5383,2012-05-15,ATL,10024.0,70.0,433.0,143.2
5384,2012-05-15,CLT,3037.0,18.0,59.0,168.72
5385,2012-05-15,DEN,1027.0,9.0,40.0,114.11
5386,2012-05-15,DFW,5998.0,52.0,230.0,115.35
5387,2012-05-15,DTW,2788.0,18.0,152.0,154.89
5388,2012-05-15,EWR,12729.0,89.0,510.0,143.02
5389,2012-05-15,IAH,8430.0,93.0,287.0,90.65
5390,2012-05-15,JFK,30729.0,152.0,1297.0,202.16
5391,2012-05-15,LAS,1462.0,7.0,50.0,208.86
5392,2012-05-15,LAX,19530.0,92.0,901.0,212.28
5393,2012-05-15,MCO,3768.0,23.0,185.0,163.83
5394,2012-05-15,MIA,21244.0,159.0,797.0,133.61
5395,2012-05-15,MSP,1582.0,11.0,71.0,143.82
5396,2012-05-15,ORD,10113.0,55.0,394.0,183.87
5397,2012-05-15,PHL,3778.0,25.0,150.0,151.12
5398,2012-05-15,PHX,1732.0,16.0,64.0,108.25
5399,2012-05-15,SEA,3069.0,21.0,119.0,146.14
5400,2012-05-15,SFO,11712.0,51.0,398.0,229.65
5401,2012-05-15,LGA,12729.0,89.0,510.0,143.02
5402,2012-05-15,BOS,3717.0,26.0,173.0,142.0
5403,2012-05-16,ATL,10921.0,104.0,520.0,105.01
5404,2012-05-16,CLT,2737.0,18.0,83.0,152.06
5405,2012-05-16,DEN,1071.0,9.0,36.0,119.0
5406,2012-05-16,DFW,6672.0,55.0,244.0,121.31
5407,2012-05-16,DTW,3778.0,19.0,167.0,198.84
5408,2012-05-16,EWR,14082.0,95.0,522.0,148.23
5409,2012-05-16,IAH,9020.0,95.0,327.0,94.95
5410,2012-05-16,JFK,33273.0,159.0,1412.0,209.26
5411,2012-05-16,LAS,1765.0,8.0,71.0,220.63
5412,2012-05-16,LAX,20028.0,96.0,1054.0,208.63
5413,2012-05-16,MCO,3120.0,20.0,181.0,156.0
5414,2012-05-16,MIA,21590.0,157.0,759.0,137.52
5415,2012-05-16,MSP,1703.0,11.0,83.0,154.82
5416,2012-05-16,ORD,11621.0,61.0,482.0,190.51
5417,2012-05-16,PHL,4269.0,29.0,187.0,147.21
5418,2012-05-16,PHX,1086.0,14.0,58.0,77.57
5419,2012-05-16,SEA,3224.0,20.0,122.0,161.2
5420,2012-05-16,SFO,11950.0,52.0,426.0,229.81
5421,2012-05-16,LGA,14082.0,95.0,522.0,148.23
5422,2012-05-16,BOS,4800.0,31.0,204.0,154.0
5423,2012-05-17,ATL,11962.0,107.0,553.0,111.79
5424,2012-05-17,CLT,2925.0,18.0,62.0,162.5
5425,2012-05-17,DEN,1287.0,11.0,48.0,117.0
5426,2012-05-17,DFW,6539.0,56.0,260.0,116.77
5427,2012-05-17,DTW,3707.0,19.0,199.0,195.11
5428,2012-05-17,EWR,14676.0,94.0,606.0,156.13
5429,2012-05-17,IAH,9714.0,107.0,367.0,90.79
5430,2012-05-17,JFK,33572.0,160.0,1267.0,209.83
5431,2012-05-17,LAS,3205.0,18.0,100.0,178.06
5432,2012-05-17,LAX,21386.0,100.0,1083.0,213.86
5433,2012-05-17,MCO,3216.0,20.0,149.0,160.8
5434,2012-05-17,MIA,23871.0,161.0,824.0,148.27
5435,2012-05-17,MSP,1670.0,10.0,66.0,167.0
5436,2012-05-17,ORD,11900.0,62.0,606.0,191.94
5437,2012-05-17,PHL,4457.0,28.0,179.0,159.18
5438,2012-05-17,PHX,1512.0,18.0,66.0,84.0
5439,2012-05-17,SEA,2483.0,17.0,129.0,146.06
5440,2012-05-17,SFO,12198.0,51.0,415.0,239.18
5441,2012-05-17,LGA,14676.0,94.0,606.0,156.13
5442,2012-05-17,BOS,4752.0,28.0,153.0,169.0
5443,2012-05-18,ATL,12749.0,108.0,658.0,118.05
5444,2012-05-18,CLT,3058.0,18.0,76.0,169.89
5445,2012-05-18,DEN,1153.0,9.0,36.0,128.11
5446,2012-05-18,DFW,6883.0,54.0,231.0,127.46
5447,2012-05-18,DTW,3907.0,19.0,203.0,205.63
5448,2012-05-18,EWR,13817.0,94.0,525.0,146.99
5449,2012-05-18,IAH,10847.0,111.0,420.0,97.72
5450,2012-05-18,JFK,32226.0,164.0,1260.0,196.5
5451,2012-05-18,LAS,1802.0,10.0,74.0,180.2
5452,2012-05-18,LAX,20684.0,97.0,1017.0,213.24
5453,2012-05-18,MCO,4187.0,22.0,186.0,190.32
5454,2012-05-18,MIA,25190.0,166.0,843.0,151.75
5455,2012-05-18,MSP,1765.0,11.0,76.0,160.45
5456,2012-05-18,ORD,12077.0,62.0,607.0,194.79
5457,2012-05-18,PHL,4964.0,31.0,181.0,160.13
5458,2012-05-18,PHX,1714.0,18.0,57.0,95.22
5459,2012-05-18,SEA,3207.0,20.0,128.0,160.35
5460,2012-05-18,SFO,12914.0,53.0,441.0,243.66
5461,2012-05-18,LGA,13817.0,94.0,525.0,146.99
5462,2012-05-18,BOS,5428.0,33.0,207.0,164.0
5463,2012-05-19,ATL,14500.0,124.0,627.0,116.94
5464,2012-05-19,CLT,4821.0,31.0,93.0,155.52
5465,2012-05-19,DEN,2059.0,16.0,54.0,128.69
5466,2012-05-19,DFW,8210.0,64.0,244.0,128.28
5467,2012-05-19,DTW,4683.0,24.0,256.0,195.13
5468,2012-05-19,EWR,15490.0,100.0,525.0,154.9
5469,2012-05-19,IAH,11502.0,115.0,381.0,100.02
5470,2012-05-19,JFK,33832.0,168.0,1263.0,201.38
5471,2012-05-19,LAS,1537.0,7.0,39.0,219.57
5472,2012-05-19,LAX,23861.0,108.0,1063.0,220.94
5473,2012-05-19,MCO,4835.0,26.0,196.0,185.96
5474,2012-05-19,MIA,25060.0,168.0,826.0,149.17
5475,2012-05-19,MSP,1841.0,12.0,73.0,153.42
5476,2012-05-19,ORD,12863.0,68.0,553.0,189.16
5477,2012-05-19,PHL,5907.0,35.0,206.0,168.77
5478,2012-05-19,PHX,2606.0,24.0,84.0,108.58
5479,2012-05-19,SEA,3607.0,21.0,126.0,171.76
5480,2012-05-19,SFO,12671.0,53.0,396.0,239.08
5481,2012-05-19,LGA,15490.0,100.0,525.0,154.9
5482,2012-05-19,BOS,4330.0,25.0,166.0,173.0
5483,2012-05-20,ATL,12782.0,110.0,497.0,116.2
5484,2012-05-20,CLT,4197.0,26.0,95.0,161.42
5485,2012-05-20,DEN,1726.0,14.0,53.0,123.29
5486,2012-05-20,DFW,7831.0,60.0,247.0,130.52
5487,2012-05-20,DTW,3870.0,18.0,177.0,215.0
5488,2012-05-20,EWR,14056.0,94.0,526.0,149.53
5489,2012-05-20,IAH,12463.0,120.0,415.0,103.86
5490,2012-05-20,JFK,34639.0,170.0,1292.0,203.76
5491,2012-05-20,LAS,2935.0,16.0,96.0,183.44
5492,2012-05-20,LAX,22882.0,105.0,1013.0,217.92
5493,2012-05-20,MCO,3855.0,23.0,176.0,167.61
5494,2012-05-20,MIA,24056.0,168.0,835.0,143.19
5495,2012-05-20,MSP,1564.0,9.0,62.0,173.78
5496,2012-05-20,ORD,12503.0,67.0,565.0,186.61
5497,2012-05-20,PHL,5895.0,36.0,196.0,163.75
5498,2012-05-20,PHX,2347.0,22.0,82.0,106.68
5499,2012-05-20,SEA,2649.0,17.0,130.0,155.82
5500,2012-05-20,SFO,12226.0,50.0,403.0,244.52
5501,2012-05-20,LGA,14056.0,94.0,526.0,149.53
5502,2012-05-20,BOS,4831.0,28.0,196.0,172.0
5503,2012-05-21,ATL,11942.0,111.0,507.0,107.59
5504,2012-05-21,CLT,3289.0,18.0,77.0,182.72
5505,2012-05-21,DEN,1117.0,9.0,37.0,124.11
5506,2012-05-21,DFW,7276.0,57.0,249.0,127.65
5507,2012-05-21,DTW,3952.0,20.0,219.0,197.6
5508,2012-05-21,EWR,13147.0,90.0,485.0,146.08
5509,2012-05-21,IAH,10285.0,107.0,391.0,96.12
5510,2012-05-21,JFK,32700.0,163.0,1246.0,200.61
5511,2012-05-21,LAS,1494.0,10.0,54.0,149.4
5512,2012-05-21,LAX,20672.0,100.0,975.0,206.72
5513,2012-05-21,MCO,3165.0,18.0,133.0,175.83
5514,2012-05-21,MIA,22274.0,164.0,773.0,135.82
5515,2012-05-21,MSP,1598.0,11.0,61.0,145.27
5516,2012-05-21,ORD,11859.0,65.0,413.0,182.45
5517,2012-05-21,PHL,4815.0,29.0,153.0,166.03
5518,2012-05-21,PHX,1963.0,18.0,67.0,109.06
5519,2012-05-21,SEA,2930.0,19.0,150.0,154.21
5520,2012-05-21,SFO,11870.0,51.0,442.0,232.75
5521,2012-05-21,LGA,13147.0,90.0,485.0,146.08
5522,2012-05-21,BOS,4557.0,29.0,193.0,157.0
5523,2012-05-22,ATL,10609.0,101.0,491.0,105.04
5524,2012-05-22,CLT,3113.0,18.0,76.0,172.94
5525,2012-05-22,DEN,1204.0,10.0,45.0,120.4
5526,2012-05-22,DFW,6158.0,53.0,227.0,116.19
5527,2012-05-22,DTW,3115.0,18.0,216.0,173.06
5528,2012-05-22,EWR,11682.0,87.0,463.0,134.28
5529,2012-05-22,IAH,8515.0,93.0,313.0,91.56
5530,2012-05-22,JFK,29412.0,158.0,1248.0,186.15
5531,2012-05-22,LAS,1373.0,7.0,41.0,196.14
5532,2012-05-22,LAX,19691.0,94.0,907.0,209.48
5533,2012-05-22,MCO,3831.0,23.0,167.0,166.57
5534,2012-05-22,MIA,18845.0,153.0,716.0,123.17
5535,2012-05-22,MSP,1591.0,12.0,80.0,132.58
5536,2012-05-22,ORD,10744.0,63.0,383.0,170.54
5537,2012-05-22,PHL,4000.0,25.0,155.0,160.0
5538,2012-05-22,PHX,1673.0,16.0,84.0,104.56
5539,2012-05-22,SEA,3223.0,22.0,145.0,146.5
5540,2012-05-22,SFO,11582.0,52.0,414.0,222.73
5541,2012-05-22,LGA,11682.0,87.0,463.0,134.28
5542,2012-05-22,BOS,3848.0,28.0,162.0,137.0
5543,2012-05-23,ATL,10900.0,106.0,516.0,102.83
5544,2012-05-23,CLT,2968.0,18.0,61.0,164.89
5545,2012-05-23,DEN,1082.0,10.0,36.0,108.2
5546,2012-05-23,DFW,6392.0,55.0,214.0,116.22
5547,2012-05-23,DTW,3879.0,19.0,203.0,204.16
5548,2012-05-23,EWR,13481.0,94.0,545.0,143.41
5549,2012-05-23,IAH,9054.0,97.0,336.0,93.34
5550,2012-05-23,JFK,31640.0,160.0,1335.0,197.75
5551,2012-05-23,LAS,2857.0,11.0,89.0,259.73
5552,2012-05-23,LAX,19654.0,96.0,953.0,204.73
5553,2012-05-23,MCO,3347.0,20.0,130.0,167.35
5554,2012-05-23,MIA,20670.0,154.0,798.0,134.22
5555,2012-05-23,MSP,1699.0,12.0,71.0,141.58
5556,2012-05-23,ORD,11765.0,62.0,389.0,189.76
5557,2012-05-23,PHL,4487.0,28.0,169.0,160.25
5558,2012-05-23,PHX,1251.0,15.0,68.0,83.4
5559,2012-05-23,SEA,3153.0,20.0,146.0,157.65
5560,2012-05-23,SFO,11332.0,52.0,393.0,217.92
5561,2012-05-23,LGA,13481.0,94.0,545.0,143.41
5562,2012-05-23,BOS,4556.0,29.0,157.0,157.0
5563,2012-05-24,ATL,11727.0,106.0,451.0,110.63
5564,2012-05-24,CLT,3123.0,20.0,83.0,156.15
5565,2012-05-24,DEN,1255.0,11.0,40.0,114.09
5566,2012-05-24,DFW,6276.0,54.0,229.0,116.22
5567,2012-05-24,DTW,3893.0,19.0,191.0,204.89
5568,2012-05-24,EWR,14094.0,92.0,559.0,153.2
5569,2012-05-24,IAH,9760.0,109.0,392.0,89.54
5570,2012-05-24,JFK,34091.0,166.0,1270.0,205.37
5571,2012-05-24,LAS,3110.0,18.0,103.0,172.78
5572,2012-05-24,LAX,20295.0,101.0,917.0,200.94
5573,2012-05-24,MCO,3112.0,18.0,156.0,172.89
5574,2012-05-24,MIA,22510.0,160.0,783.0,140.69
5575,2012-05-24,MSP,1690.0,11.0,87.0,153.64
5576,2012-05-24,ORD,12015.0,61.0,361.0,196.97
5577,2012-05-24,PHL,4485.0,26.0,179.0,172.5
5578,2012-05-24,PHX,1484.0,18.0,87.0,82.44
5579,2012-05-24,SEA,2817.0,19.0,113.0,148.26
5580,2012-05-24,SFO,11677.0,50.0,411.0,233.54
5581,2012-05-24,LGA,14094.0,92.0,559.0,153.2
5582,2012-05-24,BOS,4420.0,27.0,170.0,163.0
5583,2012-05-25,ATL,12766.0,114.0,545.0,111.98
5584,2012-05-25,CLT,3568.0,22.0,86.0,162.18
5585,2012-05-25,DEN,1090.0,9.0,35.0,121.11
5586,2012-05-25,DFW,7150.0,56.0,247.0,127.68
5587,2012-05-25,DTW,4306.0,19.0,193.0,226.63
5588,2012-05-25,EWR,14443.0,95.0,609.0,152.03
5589,2012-05-25,IAH,10403.0,111.0,410.0,93.72
5590,2012-05-25,JFK,33886.0,167.0,1389.0,202.91
5591,2012-05-25,LAS,1963.0,12.0,79.0,163.58
5592,2012-05-25,LAX,20077.0,98.0,1015.0,204.87
5593,2012-05-25,MCO,4343.0,23.0,156.0,188.83
5594,2012-05-25,MIA,23893.0,167.0,813.0,143.07
5595,2012-05-25,MSP,1706.0,12.0,81.0,142.17
5596,2012-05-25,ORD,12113.0,61.0,405.0,198.57
5597,2012-05-25,PHL,4988.0,29.0,184.0,172.0
5598,2012-05-25,PHX,1691.0,18.0,64.0,93.94
5599,2012-05-25,SEA,3179.0,20.0,148.0,158.95
5600,2012-05-25,SFO,12219.0,52.0,453.0,234.98
5601,2012-05-25,LGA,14443.0,95.0,609.0,152.03
5602,2012-05-25,BOS,5693.0,32.0,229.0,177.0
5603,2012-05-26,ATL,14374.0,133.0,526.0,108.08
5604,2012-05-26,CLT,5386.0,35.0,108.0,153.89
5605,2012-05-26,DEN,1893.0,16.0,59.0,118.31
5606,2012-05-26,DFW,8027.0,64.0,226.0,125.42
5607,2012-05-26,DTW,4966.0,24.0,237.0,206.92
5608,2012-05-26,EWR,15377.0,99.0,471.0,155.32
5609,2012-05-26,IAH,11597.0,116.0,420.0,99.97
5610,2012-05-26,JFK,34762.0,171.0,1327.0,203.29
5611,2012-05-26,LAS,1293.0,7.0,46.0,184.71
5612,2012-05-26,LAX,23022.0,109.0,1040.0,211.21
5613,2012-05-26,MCO,4581.0,25.0,202.0,183.24
5614,2012-05-26,MIA,24118.0,168.0,813.0,143.56
5615,2012-05-26,MSP,1773.0,11.0,74.0,161.18
5616,2012-05-26,ORD,13108.0,69.0,386.0,189.97
5617,2012-05-26,PHL,6081.0,36.0,192.0,168.92
5618,2012-05-26,PHX,2110.0,21.0,84.0,100.48
5619,2012-05-26,SEA,3128.0,21.0,132.0,148.95
5620,2012-05-26,SFO,12560.0,56.0,462.0,224.29
5621,2012-05-26,LGA,15377.0,99.0,471.0,155.32
5622,2012-05-26,BOS,4626.0,25.0,186.0,185.0
5623,2012-05-27,ATL,12630.0,115.0,521.0,109.83
5624,2012-05-27,CLT,4378.0,27.0,87.0,162.15
5625,2012-05-27,DEN,1748.0,14.0,53.0,124.86
5626,2012-05-27,DFW,7542.0,59.0,230.0,127.83
5627,2012-05-27,DTW,3437.0,16.0,194.0,214.81
5628,2012-05-27,EWR,12866.0,89.0,472.0,144.56
5629,2012-05-27,IAH,11946.0,121.0,378.0,98.73
5630,2012-05-27,JFK,34266.0,172.0,1296.0,199.22
5631,2012-05-27,LAS,2641.0,18.0,95.0,146.72
5632,2012-05-27,LAX,22381.0,104.0,961.0,215.2
5633,2012-05-27,MCO,3998.0,25.0,162.0,159.92
5634,2012-05-27,MIA,22881.0,174.0,771.0,131.5
5635,2012-05-27,MSP,1542.0,9.0,56.0,171.33
5636,2012-05-27,ORD,12596.0,66.0,384.0,190.85
5637,2012-05-27,PHL,5656.0,37.0,165.0,152.86
5638,2012-05-27,PHX,2389.0,22.0,93.0,108.59
5639,2012-05-27,SEA,2822.0,19.0,134.0,148.53
5640,2012-05-27,SFO,12056.0,52.0,488.0,231.85
5641,2012-05-27,LGA,12866.0,89.0,472.0,144.56
5642,2012-05-27,BOS,4716.0,29.0,169.0,162.0
5643,2012-05-28,ATL,13322.0,115.0,549.0,115.84
5644,2012-05-28,CLT,3920.0,22.0,96.0,178.18
5645,2012-05-28,DEN,1116.0,9.0,43.0,124.0
5646,2012-05-28,DFW,7973.0,57.0,220.0,139.88
5647,2012-05-28,DTW,4472.0,19.0,207.0,235.37
5648,2012-05-28,EWR,15127.0,93.0,567.0,162.66
5649,2012-05-28,IAH,12195.0,114.0,419.0,106.97
5650,2012-05-28,JFK,36274.0,167.0,1323.0,217.21
5651,2012-05-28,LAS,1667.0,11.0,41.0,151.55
5652,2012-05-28,LAX,21744.0,97.0,1093.0,224.16
5653,2012-05-28,MCO,3372.0,19.0,151.0,177.47
5654,2012-05-28,MIA,24164.0,165.0,866.0,146.45
5655,2012-05-28,MSP,1874.0,11.0,60.0,170.36
5656,2012-05-28,ORD,13191.0,63.0,468.0,209.38
5657,2012-05-28,PHL,5463.0,29.0,184.0,188.38
5658,2012-05-28,PHX,1993.0,18.0,75.0,110.72
5659,2012-05-28,SEA,3251.0,20.0,142.0,162.55
5660,2012-05-28,SFO,13177.0,51.0,483.0,258.37
5661,2012-05-28,LGA,15127.0,93.0,567.0,162.66
5662,2012-05-28,BOS,5588.0,29.0,197.0,192.0
5663,2012-05-29,ATL,11775.0,104.0,553.0,113.22
5664,2012-05-29,CLT,3507.0,21.0,85.0,167.0
5665,2012-05-29,DEN,1248.0,9.0,50.0,138.67
5666,2012-05-29,DFW,6122.0,53.0,230.0,115.51
5667,2012-05-29,DTW,3813.0,20.0,206.0,190.65
5668,2012-05-29,EWR,13478.0,83.0,580.0,162.39
5669,2012-05-29,IAH,9852.0,98.0,401.0,100.53
5670,2012-05-29,JFK,34081.0,164.0,1405.0,207.81
5671,2012-05-29,LAS,1518.0,7.0,40.0,216.86
5672,2012-05-29,LAX,20893.0,91.0,941.0,229.59
5673,2012-05-29,MCO,3889.0,22.0,150.0,176.77
5674,2012-05-29,MIA,20954.0,152.0,792.0,137.86
5675,2012-05-29,MSP,1678.0,11.0,66.0,152.55
5676,2012-05-29,ORD,11461.0,57.0,348.0,201.07
5677,2012-05-29,PHL,4771.0,28.0,159.0,170.39
5678,2012-05-29,PHX,1656.0,17.0,59.0,97.41
5679,2012-05-29,SEA,3513.0,22.0,141.0,159.68
5680,2012-05-29,SFO,12039.0,51.0,482.0,236.06
5681,2012-05-29,LGA,13478.0,83.0,580.0,162.39
5682,2012-05-29,BOS,4652.0,26.0,197.0,178.0
5683,2012-05-30,ATL,11563.0,105.0,570.0,110.12
5684,2012-05-30,CLT,3541.0,21.0,75.0,168.62
5685,2012-05-30,DEN,1205.0,10.0,48.0,120.5
5686,2012-05-30,DFW,7194.0,56.0,256.0,128.46
5687,2012-05-30,DTW,4165.0,20.0,206.0,208.25
5688,2012-05-30,EWR,13759.0,92.0,590.0,149.55
5689,2012-05-30,IAH,9809.0,97.0,351.0,101.12
5690,2012-05-30,JFK,34165.0,163.0,1398.0,209.6
5691,2012-05-30,LAS,1760.0,8.0,47.0,220.0
5692,2012-05-30,LAX,22320.0,102.0,1091.0,218.82
5693,2012-05-30,MCO,3961.0,21.0,181.0,188.62
5694,2012-05-30,MIA,21863.0,158.0,807.0,138.37
5695,2012-05-30,MSP,1604.0,10.0,52.0,160.4
5696,2012-05-30,ORD,12901.0,61.0,388.0,211.49
5697,2012-05-30,PHL,4912.0,30.0,165.0,163.73
5698,2012-05-30,PHX,1506.0,16.0,71.0,94.13
5699,2012-05-30,SEA,3306.0,20.0,162.0,165.3
5700,2012-05-30,SFO,12301.0,51.0,416.0,241.2
5701,2012-05-30,LGA,13759.0,92.0,590.0,149.55
5702,2012-05-30,BOS,4887.0,30.0,190.0,162.0
5703,2012-05-31,ATL,11945.0,104.0,580.0,114.86
5704,2012-05-31,CLT,3512.0,21.0,73.0,167.24
5705,2012-05-31,DEN,1339.0,11.0,47.0,121.73
5706,2012-05-31,DFW,6694.0,55.0,238.0,121.71
5707,2012-05-31,DTW,4137.0,19.0,208.0,217.74
5708,2012-05-31,EWR,15269.0,95.0,627.0,160.73
5709,2012-05-31,IAH,10585.0,110.0,361.0,96.23
5710,2012-05-31,JFK,34991.0,165.0,1372.0,212.07
5711,2012-05-31,LAS,3290.0,21.0,110.0,156.67
5712,2012-05-31,LAX,22476.0,100.0,998.0,224.76
5713,2012-05-31,MCO,3447.0,20.0,161.0,172.35
5714,2012-05-31,MIA,22734.0,156.0,839.0,145.73
5715,2012-05-31,MSP,1788.0,11.0,80.0,162.55
5716,2012-05-31,ORD,14038.0,66.0,455.0,212.7
5717,2012-05-31,PHL,4537.0,29.0,134.0,156.45
5718,2012-05-31,PHX,1687.0,17.0,70.0,99.24
5719,2012-05-31,SEA,2995.0,19.0,110.0,157.63
5720,2012-05-31,SFO,12057.0,50.0,382.0,241.14
5721,2012-05-31,LGA,15269.0,95.0,627.0,160.73
5722,2012-05-31,BOS,4421.0,25.0,148.0,176.0
5723,2012-06-01,ATL,13191.0,115.0,556.0,114.7
5724,2012-06-01,CLT,3597.0,22.0,77.0,163.5
5725,2012-06-01,DEN,1147.0,9.0,50.0,127.44
5726,2012-06-01,DFW,7392.0,57.0,258.0,129.68
5727,2012-06-01,DTW,4338.0,19.0,204.0,228.32
5728,2012-06-01,EWR,14837.0,92.0,616.0,161.27
5729,2012-06-01,IAH,10766.0,112.0,422.0,96.13
5730,2012-06-01,JFK,36120.0,170.0,1469.0,212.47
5731,2012-06-01,LAS,1873.0,11.0,77.0,170.27
5732,2012-06-01,LAX,21555.0,99.0,1074.0,217.73
5733,2012-06-01,MCO,4556.0,22.0,241.0,207.09
5734,2012-06-01,MIA,25207.0,168.0,851.0,150.04
5735,2012-06-01,MSP,1629.0,10.0,71.0,162.9
